Region,County Name,Township Name,Village Name,c_Population,c_Sex Ratio,c_Population Density,c_Dependency Ratio,c_Child Dependency Ratio,c_Elderly Dependency Ratio,c_Aging Index,c_Population aged 0-14,c_Population aged 15-64,c_Population aged 65 and above,j_15 with Doctorate Degree,j_15 with Master Degree,j_15 with University Education,j_15 with Vocational Education,j_15 with Senior High School Education,j_15 with Junior High School Education,j_15 with Elementary School Education,j_15 with Self-Taught Education,j_15 who are Illiterate,c_15 who are Unmarried,c_15 who are Married,c_15 who are Divorced,c_Natural Increase,c_Social Increase,c_Total Number of Households,ji_Total Comprehensive Income,ji_Average Comprehensive Income,ji_Median Comprehensive Income,ji_Comprehensive Income Q1,ji_Comprehensive Income Q3,ji_Comprehensive Income std,ji_Total Amount of Various Types of Income,ji_Income from Wages and Salaries,Median Housing Price with parking space,Median Housing Price no parking space,NO2,PM2.5,water,105green,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area,multiHospital,Shelter
臺北市大安區仁慈里,臺北市,大安區,仁慈里,5839,89.58,48358.51,57.51,32.86,24.66,75.04,1218,3707,914,135,829,1987,572,788,164,129,11,6,2665,2698,239,25,-19,2020,3805949,1922,990,449,2094,6442.31,3806110,2358983,36840000.0,22000000.0,22.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,122056.0,5.0,50.0
臺北市大安區住安里,臺北市,大安區,住安里,5447,88.94,40150.67,46.15,18.49,27.66,149.64,689,3727,1031,76,542,1701,632,1103,299,369,9,27,2330,2364,405,5,-62,2308,2673632,1481,753,393,1411,4960.37,2673824,1590378,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,134690.0,6.0,50.0
臺北市大安區光信里,臺北市,大安區,光信里,8238,86.46,60435.77,51.07,24.02,27.05,112.6,1310,5453,1475,145,983,2880,863,1386,336,316,6,13,3556,3843,458,27,-39,3055,4368528,1554,854,429,1721,3171.35,4369822,2753102,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,136075.0,6.0,107.0
臺北市大安區光明里,臺北市,大安區,光明里,3847,92.54,30179.89,55.31,34.23,21.07,61.56,848,2477,522,83,542,1184,390,551,101,130,6,12,1747,1805,175,12,-18,1410,3638219,2904,1064,487,2155,29735.61,3638289,1506940,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,126547.0,4.0,61.0
臺北市大安區光武里,臺北市,大安區,光武里,7870,83.24,40691.81,52.17,21.38,30.78,143.94,1106,5172,1592,113,957,2772,855,1401,354,290,11,11,3257,3707,512,26,-193,3249,4240169,1542,797,383,1585,6232.12,4239845,2195182,36840000.0,22000000.0,22.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200559.0,6.0,61.0
臺北市大安區全安里,臺北市,大安區,全安里,4534,86.05,34407.39,49.74,17.83,31.9,178.89,540,3028,966,73,636,1746,556,663,169,143,2,6,1845,2233,228,6,-13,1825,3011146,1757,851,429,1847,3838.76,3011272,1906803,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,131307.0,5.0,35.0
臺北市大安區古莊里,臺北市,大安區,古莊里,7370,84.85,32998.28,47.16,21.35,25.82,120.95,1069,5008,1293,214,1123,2574,698,1149,265,240,17,21,3154,3535,351,15,-57,3040,3710120,1401,875,429,1696,2042.59,3711374,2502822,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,221732.0,3.0,131.0
臺北市大安區古風里,臺北市,大安區,古風里,4364,88.67,41015.81,47.63,20.23,27.4,135.45,598,2956,810,141,658,1526,471,650,152,148,7,13,1832,2092,220,25,-44,1793,2399055,1537,850,415,1751,3659.15,2399092,1489795,36840000.0,22000000.0,20.297569153394804,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,106656.0,1.0,65.0
臺北市大安區和安里,臺北市,大安區,和安里,7437,95.76,24955.04,54.58,29.89,24.69,82.61,1438,4811,1188,138,1051,2470,760,1127,243,195,2,13,3357,3472,295,26,-70,2513,8957667,3683,984,460,2070,47738.32,8960996,2942514,36840000.0,22000000.0,22.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,298072.0,4.0,58.0
臺北市大安區大學里,臺北市,大安區,大學里,8864,86.77,45728.67,52.56,22.7,29.86,131.54,1319,5810,1735,404,1396,3018,873,1312,253,254,18,17,3747,4299,383,11,-43,3536,4677438,1494,899,438,1838,2330.72,4678761,3128555,36840000.0,22000000.0,20.297569153394804,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,190848.0,2.0,98.0
臺北市大安區學府里,臺北市,大安區,學府里,2819,103.24,1230.97,58.1,19.46,38.64,198.56,347,1783,689,248,230,586,251,636,239,257,6,19,1112,1237,234,-16,-72,1090,885906,1237,753,455,1566,1467.68,886108,700641,36840000.0,22000000.0,20.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2269285.0,2.0,119.0
臺北市大安區建倫里,臺北市,大安區,建倫里,6560,80.92,39190.15,56.08,23.48,32.6,138.8,987,4203,1370,118,811,2415,741,1075,250,151,4,8,2744,3132,362,11,-10,2444,5686889,2385,938,422,2098,18663.78,5687272,2433548,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,167034.0,6.0,59.0
臺北市大安區建安里,臺北市,大安區,建安里,5176,77.87,36176.83,52.82,21.2,31.62,149.16,718,3387,1071,90,662,1901,605,845,201,144,3,7,2196,2403,317,6,-36,2142,3256422,1667,852,393,1768,3759.61,3258565,1708850,36840000.0,22000000.0,22.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,149733.0,6.0,38.0
臺北市大安區德安里,臺北市,大安區,德安里,5969,86.12,40962.4,54.28,23.55,30.73,130.52,911,3869,1189,124,806,2150,654,957,200,155,2,10,2537,2792,347,10,-67,2341,3834116,1859,871,408,1866,5095.33,3834358,2130549,36840000.0,22000000.0,22.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,146283.0,6.0,65.0
臺北市大安區敦安里,臺北市,大安區,敦安里,6762,82.66,38511.92,57.48,27.34,30.14,110.22,1174,4294,1294,145,954,2315,726,1061,209,162,7,9,2902,3266,315,8,-23,2510,4845584,2038,966,437,2055,5297.38,4846561,2587062,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,178008.0,6.0,82.0
臺北市大安區敦煌里,臺北市,大安區,敦煌里,6581,84.76,49519.18,60.59,30.06,30.53,101.54,1232,4098,1251,140,960,2296,671,938,191,136,7,10,2821,3180,317,37,31,2389,4000540,1721,946,445,1888,4098.46,4000735,2348044,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,131062.0,6.0,76.0
臺北市大安區新龍里,臺北市,大安區,新龍里,7241,88.76,78182.19,48.69,25.09,23.59,94.03,1222,4870,1149,142,1029,2620,786,1041,213,173,4,11,3102,3488,323,21,-93,2630,3412048,1416,867,420,1802,1942.36,3411475,2538422,36840000.0,22000000.0,21.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,92542.0,3.0,27.0
臺北市大安區昌隆里,臺北市,大安區,昌隆里,3175,90.58,23761.59,53.23,13.32,39.91,299.64,276,2072,827,74,429,1202,368,540,149,133,3,1,1187,1648,151,-4,33,1215,1990413,1576,861,414,1736,3240.58,1990861,1020893,36840000.0,22000000.0,22.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,133520.0,2.0,14.0
臺北市大安區正聲里,臺北市,大安區,正聲里,5081,88.32,46967.15,51.67,23.28,28.39,121.92,780,3350,951,80,686,1827,552,800,185,147,11,13,2169,2391,275,13,-57,1935,3330234,1805,821,400,1855,6229.97,3330630,1942088,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,106197.0,5.0,55.0
臺北市大安區民炤里,臺北市,大安區,民炤里,8456,86.91,32326.75,56.07,24.01,32.06,133.51,1301,5418,1737,223,1318,2972,871,1274,280,197,8,12,3528,4145,363,-5,-22,3229,6908964,2242,971,436,2063,10537.83,6909539,3211831,36840000.0,22000000.0,22.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,260345.0,2.0,170.0
臺北市大安區民輝里,臺北市,大安區,民輝里,7076,89.71,21086.76,49.57,17.4,32.17,184.93,823,4731,1522,195,928,2477,738,1256,337,289,12,21,2853,3375,430,38,-80,2880,6378063,2433,894,418,2021,9545.51,6377938,2878577,36840000.0,22000000.0,23.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,338957.0,2.0,153.0
臺北市大安區永康里,臺北市,大安區,永康里,4012,90.14,33070.93,54.49,29.69,24.8,83.53,771,2597,644,71,513,1315,438,650,118,122,6,8,1763,1892,175,2,-23,1493,2212596,1644,934,459,1793,3866.36,2212630,1374305,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,124918.0,2.0,54.0
臺北市大安區法治里,臺北市,大安區,法治里,4604,89.31,41247.46,42.23,16.16,26.07,161.38,523,3237,844,81,571,1587,562,858,190,210,8,14,1919,2178,273,13,-59,1873,2238001,1315,775,396,1517,1971.83,2238060,1582332,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,109928.0,4.0,55.0
臺北市大安區福住里,臺北市,大安區,福住里,6945,84.46,48959.82,57.16,34.62,22.54,65.1,1530,4419,996,170,1073,2240,650,928,174,167,4,9,3167,3233,286,43,-78,2393,4142773,1807,991,465,2024,3555.76,4143400,2538514,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,146385.0,0.0,140.0
臺北市大安區群英里,臺北市,大安區,群英里,7308,85.86,106678.34,39.52,15.25,24.26,159.07,799,5238,1271,158,1054,2687,917,1212,257,208,6,10,2978,3441,437,-3,-71,3019,3262074,1238,778,391,1619,1458.58,3262088,2553007,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,68695.0,4.0,4.0
臺北市大安區群賢里,臺北市,大安區,群賢里,6135,82.86,42955.27,47.41,17.73,29.67,167.34,738,4162,1235,132,833,2288,677,1024,224,197,9,13,2496,2943,368,13,-59,2496,3398557,1502,798,396,1637,2895.52,3398600,2115986,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,143419.0,4.0,74.0
臺北市大安區義安里,臺北市,大安區,義安里,5545,85.27,32106.77,46.62,17.21,29.4,170.81,651,3782,1112,114,800,2096,568,914,213,168,7,14,2329,2644,303,6,-42,2191,4926084,2355,943,438,2029,11350.03,4926493,2304231,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,173229.0,6.0,66.0
臺北市大安區義村里,臺北市,大安區,義村里,5971,89.32,24292.5,46.31,13.01,33.3,255.93,531,4081,1359,95,747,2124,772,1159,280,242,7,14,2268,2942,386,5,-134,2535,3471596,1578,787,382,1538,11971.43,3471639,1914950,36840000.0,22000000.0,22.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245934.0,4.0,34.0
臺北市大安區臥龍里,臺北市,大安區,臥龍里,2154,85.85,11129.94,56.88,27.75,29.13,104.99,381,1373,400,50,285,693,245,322,75,90,4,9,902,1032,93,13,101,819,1074215,1507,828,396,1692,2809.25,1074235,753204,36840000.0,22000000.0,20.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,195247.0,1.0,18.0
臺北市大安區臨江里,臺北市,大安區,臨江里,4325,88.62,59000.07,40.19,16.34,23.86,146.03,504,3085,736,43,323,1183,512,1038,300,375,13,34,1850,1921,318,18,-63,1749,1327540,986,662,376,1193,1145.62,1328030,1026740,36840000.0,22000000.0,21.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,73009.0,4.0,83.0
臺北市大安區芳和里,臺北市,大安區,芳和里,5971,93.36,21733.75,42.23,15.84,26.39,166.62,665,4198,1108,67,584,1795,751,1260,373,437,7,32,2395,2844,359,21,-57,2338,2300366,1167,738,390,1420,1540.14,2300707,1775005,36840000.0,22000000.0,20.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,278112.0,1.0,53.0
臺北市大安區華聲里,臺北市,大安區,華聲里,4505,87.71,33452.14,52.3,22.72,29.58,130.21,672,2958,875,72,583,1548,544,748,187,132,7,12,1935,2092,274,10,-41,1763,2736129,1732,801,389,1667,9104.18,2735366,1495400,36840000.0,22000000.0,22.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,137817.0,5.0,71.0
臺北市大安區虎嘯里,臺北市,大安區,虎嘯里,3877,83.48,26740.51,44.02,16.83,27.19,161.59,453,2692,732,81,558,1469,477,584,144,105,3,3,1612,1844,217,2,29,1696,2325221,1566,845,398,1724,3093.62,2325393,1466532,36840000.0,22000000.0,20.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,145245.0,1.0,30.0
臺北市大安區誠安里,臺北市,大安區,誠安里,4245,82.66,40700.68,45.03,13.87,31.16,224.63,406,2927,912,84,470,1549,509,834,194,176,7,16,1717,1997,271,7,-82,1817,1918239,1238,755,367,1446,1676.5,1918240,1180148,36840000.0,22000000.0,22.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,107471.0,4.0,27.0
臺北市大安區車層里,臺北市,大安區,車層里,6639,85.5,54533.81,56.21,22.56,33.65,149.11,959,4250,1430,112,862,2469,709,1081,262,167,7,11,2743,3193,375,7,-39,2500,4274126,1748,865,406,1913,3443.22,4274022,2303227,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121700.0,6.0,58.0
臺北市大安區通化里,臺北市,大安區,通化里,6392,90.64,53812.87,39.05,16.66,22.38,134.33,766,4597,1029,65,568,1877,749,1399,431,493,8,36,2697,2918,416,34,-81,2596,2408605,1143,696,385,1338,1714.08,2408605,1709134,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,117856.0,5.0,83.0
臺北市大安區通安里,臺北市,大安區,通安里,5852,90.31,49457.0,43.54,18.3,25.24,137.94,746,4077,1029,54,588,1812,710,1185,358,365,6,28,2472,2682,358,14,-31,2367,2355195,1203,724,387,1450,1681.29,2355794,1646844,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,117764.0,5.0,93.0
臺北市大安區錦安里,臺北市,大安區,錦安里,6531,87.35,41008.93,57.15,33.18,23.97,72.23,1379,4156,996,221,986,2131,651,855,136,162,2,8,2950,3094,228,48,-57,2381,4213060,1969,1017,450,2079,5082.52,4211252,2603271,36840000.0,22000000.0,21.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,160537.0,2.0,101.0
臺北市大安區錦泰里,臺北市,大安區,錦泰里,3849,92.55,27818.33,56.59,30.63,25.96,84.73,753,2458,638,133,570,1285,385,522,113,82,2,4,1682,1877,140,7,-19,1372,2092807,1564,998,453,2004,2080.9,2094880,1489335,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,139907.0,4.0,50.0
臺北市大安區錦華里,臺北市,大安區,錦華里,6147,89.2,57004.81,54.95,33.5,21.45,64.03,1329,3967,851,171,928,2017,548,814,161,169,3,7,2793,2970,175,22,-28,2169,3491742,1716,1038,491,2023,5130.07,3492436,2262125,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,106738.0,3.0,112.0
臺北市大安區黎元里,臺北市,大安區,黎元里,5743,92.27,22714.78,37.36,16.6,20.76,125.07,694,4181,868,46,451,1438,758,1399,362,535,13,47,2410,2645,368,17,-29,2076,1603165,889,662,396,1170,771.36,1603242,1332852,36840000.0,22000000.0,20.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,294081.0,1.0,46.0
臺北市大安區黎和里,臺北市,大安區,黎和里,4988,90.45,9857.16,35.29,13.29,22.0,165.51,490,3687,811,52,494,1577,564,1104,337,341,9,20,1989,2321,386,16,-64,2065,1938629,1129,742,403,1406,1531.84,1938729,1544634,36840000.0,22000000.0,20.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,496954.0,2.0,20.0
臺北市大安區黎孝里,臺北市,大安區,黎孝里,7775,91.31,24811.16,38.79,14.26,24.53,171.96,799,5602,1374,85,780,2616,912,1621,428,488,10,36,3132,3790,439,40,-126,3039,2974096,1078,721,385,1347,1341.01,2974226,2266094,36840000.0,22000000.0,20.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,278097.0,2.0,52.0
臺北市大安區龍圖里,臺北市,大安區,龍圖里,7128,87.33,32259.82,47.98,19.99,27.98,139.98,963,4817,1348,162,991,2550,838,1141,237,227,4,15,2953,3461,373,30,35,2833,4135522,1584,867,418,1779,2604.51,4136792,2705975,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,219082.0,5.0,73.0
臺北市大安區龍坡里,臺北市,大安區,龍坡里,6085,88.22,41389.77,57.44,26.91,30.53,113.46,1040,3865,1180,310,1026,2060,549,795,166,129,2,8,2625,2943,261,1,-95,2273,3470527,1646,974,471,2002,2908.37,3471439,2280222,36840000.0,22000000.0,20.297569153394804,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,145233.0,2.0,74.0
臺北市大安區龍安里,臺北市,大安區,龍安里,8470,100.28,48310.01,54.11,26.75,27.37,102.31,1470,5496,1504,259,1124,2561,840,1377,460,344,15,20,3850,3495,782,-1,57,3704,4938321,2119,1008,461,2079,8969.89,4939216,2635296,36840000.0,22000000.0,21.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,176701.0,0.0,104.0
臺北市大安區龍泉里,臺北市,大安區,龍泉里,5075,85.35,51087.18,51.18,27.14,24.04,88.58,911,3357,807,167,757,1599,565,709,198,155,3,11,2265,2388,192,32,-111,2022,2578566,1445,858,408,1776,3197.54,2578587,1846969,36840000.0,22000000.0,20.297569153394804,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,97277.0,2.0,139.0
臺北市大安區龍淵里,臺北市,大安區,龍淵里,10350,89.8,59734.05,59.11,35.82,23.29,65.02,2330,6505,1515,318,1479,3230,984,1396,304,287,6,16,4686,4879,367,56,-103,3536,4819230,1511,967,457,1903,2136.62,4820186,3534627,36840000.0,22000000.0,20.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,173462.0,1.0,90.0
臺北市大安區龍生里,臺北市,大安區,龍生里,7218,86.42,57582.77,53.51,29.97,23.54,78.57,1409,4702,1107,197,1023,2337,804,1033,209,189,2,15,3212,3445,282,9,-61,2598,3874844,1623,945,468,1925,2421.18,3875011,2733172,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,125154.0,1.0,88.0
臺北市大安區龍門里,臺北市,大安區,龍門里,4676,87.49,9146.09,59.32,30.22,29.1,96.28,887,2935,854,145,735,1662,394,618,142,87,1,5,2038,2268,177,8,12,1644,3088804,1933,1091,483,2207,4587.45,3088935,1921452,36840000.0,22000000.0,20.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,509991.0,2.0,36.0
臺北市大安區龍陣里,臺北市,大安區,龍陣里,3672,90.95,41584.56,47.41,16.9,30.51,180.52,421,2491,760,80,471,1339,403,636,143,164,6,9,1498,1839,171,19,-50,1468,2173101,1645,836,419,1762,3443.61,2173249,1341261,36840000.0,22000000.0,21.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,88685.0,5.0,38.0
臺北市大安區龍雲里,臺北市,大安區,龍雲里,5070,85.04,31763.93,49.34,18.88,30.46,161.31,641,3395,1034,89,667,1744,577,939,189,213,3,8,2133,2391,263,23,-32,1912,4289431,2347,813,424,1821,24775.86,4289868,1755226,36840000.0,22000000.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,161164.0,6.0,41.0
臺北市文山區博嘉里,臺北市,文山區,博嘉里,5977,92.74,1421.33,37.18,17.37,19.81,114.0,757,4357,863,82,597,1744,680,1240,398,421,10,48,2497,2767,416,24,39,2240,2609236,1347,763,417,1473,5428.35,2609294,2050773,21800000.0,12000000.0,20.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4187567.0,1.0,44.0
臺北市文山區忠順里,臺北市,文山區,忠順里,4177,90.9,28808.09,36.5,13.95,22.55,161.59,427,3060,690,70,494,1353,528,843,217,221,7,17,1649,2063,222,11,-6,1717,1867182,1267,795,423,1598,1774.32,1867377,1441952,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,144239.0,1.0,29.0
臺北市文山區指南里,臺北市,文山區,指南里,3995,108.4,622.28,34.83,17.14,17.68,103.15,508,2963,524,109,428,997,379,862,308,327,16,61,1649,1869,272,4,-2,1696,1497192,1239,776,407,1518,2011.12,1497325,1210033,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6514737.0,1.0,26.0
臺北市文山區政大里,臺北市,文山區,政大里,8097,94.5,2857.35,42.23,30.0,12.23,40.75,1708,5693,696,246,1118,2520,838,1188,231,221,6,21,3626,3861,368,41,66,2950,4439176,1775,1199,559,2173,2195.0,4439921,3450453,21800000.0,12000000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2789073.0,1.0,37.0
臺北市文山區明義里,臺北市,文山區,明義里,4680,93.79,22259.74,36.96,21.63,15.34,70.91,739,3417,524,45,249,1062,409,1128,510,465,13,60,2350,1631,443,-7,241,1718,1041580,1038,618,361,1185,1529.67,1041580,827890,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,218502.0,1.0,20.0
臺北市文山區明興里,臺北市,文山區,明興里,7177,91.44,34641.04,31.86,15.21,16.65,109.42,828,5443,906,86,711,2157,937,1507,414,479,15,43,2999,3353,461,13,-71,2782,2624545,1074,762,413,1409,1062.19,2624546,2166639,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,207020.0,1.0,26.0
臺北市文山區景仁里,臺北市,文山區,景仁里,5035,91.59,19841.43,47.7,25.84,21.85,84.56,881,3409,745,66,558,1489,588,903,227,295,6,22,2193,2345,287,38,-67,1863,1901518,1162,788,408,1514,1229.98,1902052,1537297,21800000.0,12000000.0,19.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,253634.0,1.0,47.0
臺北市文山區景慶里,臺北市,文山區,景慶里,7060,91.48,18448.45,45.27,23.62,21.65,91.64,1148,4860,1052,84,596,1992,830,1492,409,466,15,28,3142,3168,390,16,-58,2563,2254834,1040,716,403,1333,1062.18,2254834,1813656,21800000.0,12000000.0,19.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,369983.0,2.0,86.0
臺北市文山區景東里,臺北市,文山區,景東里,7729,87.32,29093.03,41.76,24.38,17.39,71.33,1329,5452,948,92,762,2260,929,1541,353,423,12,28,3441,3485,445,33,-41,2932,2674417,1121,801,432,1465,1179.97,2674531,2180573,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,266349.0,2.0,63.0
臺北市文山區景美里,臺北市,文山區,景美里,5558,90.8,26185.36,50.58,25.9,24.68,95.29,956,3691,911,79,600,1714,674,989,249,274,7,16,2432,2646,238,5,37,2069,2216536,1215,789,425,1492,1537.54,2216581,1697543,21800000.0,12000000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,200976.0,2.0,63.0
臺北市文山區景華里,臺北市,文山區,景華里,6199,87.85,35103.71,45.07,22.42,22.65,101.04,958,4273,968,95,611,1852,771,1243,289,354,6,20,2678,2912,300,32,-75,2268,2219102,1136,765,403,1401,1287.18,2219415,1732423,21800000.0,12000000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,177539.0,2.0,39.0
臺北市文山區景行里,臺北市,文山區,景行里,7841,88.85,45041.47,47.11,28.87,18.24,63.16,1539,5330,972,84,667,2109,902,1612,415,482,5,26,3631,3429,426,41,208,3201,2744501,1154,765,416,1409,1564.65,2744550,2084537,21800000.0,12000000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,169852.0,2.0,69.0
臺北市文山區木新里,臺北市,文山區,木新里,10533,101.43,33134.21,34.56,15.01,19.55,130.21,1175,7828,1530,139,821,2774,1228,2554,916,816,32,78,4572,4428,1012,3,-15,4399,3130981,1036,659,384,1210,3224.72,3131710,2578373,21800000.0,12000000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,318220.0,1.0,82.0
臺北市文山區木柵里,臺北市,文山區,木柵里,9255,89.46,16592.65,42.69,19.61,23.08,117.69,1272,6486,1497,175,1024,2810,1108,1788,474,559,10,35,3869,4380,487,22,20,3545,4446606,1466,831,413,1687,2842.99,4446998,3159940,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,560900.0,1.0,74.0
臺北市文山區樟文里,臺北市,文山區,樟文里,6497,95.46,31837.58,38.59,20.01,18.58,92.86,938,4688,871,60,560,1826,813,1405,421,437,14,23,2810,3066,340,44,-112,2308,2142021,1036,694,389,1345,1134.27,2142061,1735559,21800000.0,12000000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,205830.0,0.0,80.0
