VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,COUNTYCODE,TOWNCODE,105green,105water,108green,109green,110green,107green,106green,m109300,m109300s,m109500,m109500s,m108300,m108300s,m108500,m108500s,m107300,m107300s,m107500,m107500s,m106300,m106300s,m106500,m106500s,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area
"65000080012",新北市,鶯歌區,二甲里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1246243"
"65000090020",新北市,三峽區,成福里,"65000","65000090","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"3516326"
"65000090019",新北市,三峽區,溪東里,"65000","65000090","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"2320378"
"65000090008",新北市,三峽區,鳶山里,"65000","65000090","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"4859998"
"65000060069",新北市,新店區,華城里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"5160117"
"65000060068",新北市,新店區,達觀里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"384313"
"65000080011",新北市,鶯歌區,二橋里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"2711359"
"65000060025",新北市,新店區,粗坑里,"65000","65000060","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"6414357"
"65000090021",新北市,三峽區,安坑里,"65000","65000090","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1",,,"20833177"
"65000090009",新北市,三峽區,龍埔里,"65000","65000090","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"2026379"
"65000200006",新北市,坪林區,水德里,"65000","65000200","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"10278074"
"65000090028",新北市,三峽區,龍恩里,"65000","65000090","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1076828"
"65000060057",新北市,新店區,吉祥里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"138506"
"65000090027",新北市,三峽區,龍學里,"65000","65000090","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"403954"
"65000060020",新北市,新店區,玫瑰里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"184914"
"65000200002",新北市,坪林區,坪林里,"65000","65000200","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"3142680"
"65000060063",新北市,新店區,美城里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"193755"
"65000060055",新北市,新店區,明城里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1","1",,"203905"
"65000060029",新北市,新店區,直潭里,"65000","65000060","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"2964558"
"65000090017",新北市,三峽區,溪北里,"65000","65000090","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"1434249"
"65000060021",新北市,新店區,塗潭里,"65000","65000060","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"8058661"
"65000070024",新北市,樹林區,南園里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1353088"
"65000080007",新北市,鶯歌區,同慶里,"65000","65000080","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"232873"
"65000130026",新北市,土城區,祖田里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"3660650"
"65000060059",新北市,新店區,小城里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1","1",,"329438"
"65000190011",新北市,石碇區,永安里,"65000","65000190","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1",,,"60248310"
"65000200001",新北市,坪林區,粗窟里,"65000","65000200","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"32976269"
"65000130025",新北市,土城區,頂新里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"120433"
"65000060019",新北市,新店區,日興里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1",,,"5108012"
"65000060030",新北市,新店區,青潭里,"65000","65000060","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"1574919"
"65000080009",新北市,鶯歌區,南靖里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1","1924744"
"65000080010",新北市,鶯歌區,尖山里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"2027470"
"65000080001",新北市,鶯歌區,東鶯里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1","339420"
"65000080005",新北市,鶯歌區,中鶯里,"65000","65000080","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1","90405"
"65000060033",新北市,新店區,國校里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,"1","1",,"335229"
"65000080020",新北市,鶯歌區,建國里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"260994"
"65000080003",新北市,鶯歌區,南鶯里,"65000","65000080","0","0","1","0","0","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"188778"
"65000070026",新北市,樹林區,柑園里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"832011"
"65000060031",新北市,新店區,新店里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,"1","1",,"129659"
"65000080008",新北市,鶯歌區,永昌里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"667225"
"65000130024",新北市,土城區,頂福里,"65000","65000130","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"366214"
"65000060011",新北市,新店區,太平里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"841078"
"65000060034",新北市,新店區,文中里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"351444"
"65000060032",新北市,新店區,張南里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"126348"
"65000060035",新北市,新店區,廣明里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"141709"
"65000130023",新北市,土城區,頂埔里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"1262781"
"65000070023",新北市,樹林區,西園里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"1845007"
"65000080017",新北市,鶯歌區,永吉里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"735499"
"65000060024",新北市,新店區,雙坑里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"10271070"
"65000060064",新北市,新店區,安昌里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"89461"
"65000080004",新北市,鶯歌區,北鶯里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,"1","624761"
"65000080002",新北市,鶯歌區,西鶯里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"688854"
"65000060036",新北市,新店區,文明里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"65914"
"65000060016",新北市,新店區,公崙里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,"1",,"1735155"
"65000060060",新北市,新店區,香坡里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1",,,"1469142"
"65000060018",新北市,新店區,雙城里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1","1",,"6378215"
"65000060022",新北市,新店區,美潭里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"1457920"
"65000060023",新北市,新店區,員潭里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"4747868"
"65000070022",新北市,樹林區,東園里,"65000","65000070","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"2465189"
"65000060037",新北市,新店區,中興里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"455894"
"65000070025",新北市,樹林區,北園里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1918299"
"65000060038",新北市,新店區,新生里,"65000","65000060","0","0","0","1","0","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"185155"
"65000060013",新北市,新店區,下城里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,"1",,"2631030"
"65000060065",新北市,新店區,長春里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"708350"
"65000080019",新北市,鶯歌區,鳳祥里,"65000","65000080","0","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"365179"
"65000060012",新北市,新店區,頂城里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,,,"894925"
"65000060017",新北市,新店區,德安里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,"1","1",,"3605632"
"65000060039",新北市,新店區,新德里,"65000","65000060","1","0","0","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"75754"
"65000060041",新北市,新店區,五峯里,"65000","65000060","1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"311169"
"65000130021",新北市,土城區,永寧里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"2672422"
"65000060045",新北市,新店區,中華里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"406990"
"65000080006",新北市,鶯歌區,建德里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"2509012"
"65000200005",新北市,坪林區,上德里,"65000","65000200","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"14028159"
"65000060050",新北市,新店區,百福里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"101455"
"65000190012",新北市,石碇區,格頭里,"65000","65000190","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"20884637"
"65000060014",新北市,新店區,柴埕里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"1486834"
"65000060044",新北市,新店區,中正里,"65000","65000060","1","0","0","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"202290"
"65000130002",新北市,土城區,土城里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"46521"
"65000130015",新北市,土城區,清化里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"4850454"
"65000060046",新北市,新店區,仁愛里,"65000","65000060","0","0","0","0","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"68331"
"65000130022",新北市,土城區,沛陂里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"1823414"
"65000130020",新北市,土城區,大安里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"3508843"
"65000080015",新北市,鶯歌區,鳳鳴里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"984749"
"65000060040",新北市,新店區,張北里,"65000","65000060","0","0","0","0","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"237486"
"65000060047",新北市,新店區,百忍里,"65000","65000060","0","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"84209"
"65000060049",新北市,新店區,福德里,"65000","65000060","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"82795"
"65000130005",新北市,土城區,長風里,"65000","65000130","0","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"49139"
"65000060054",新北市,新店區,中央里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,,,"386417"
"65000060048",新北市,新店區,百和里,"65000","65000060","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"117408"
"65000080016",新北市,鶯歌區,鳳福里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"419487"
"65000080013",新北市,鶯歌區,東湖里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"2591262"
"65000070016",新北市,樹林區,彭厝里,"65000","65000070","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"629751"
"65000070039",新北市,樹林區,太順里,"65000","65000070","1","0","1","1","0","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"84494"
"65000070033",新北市,樹林區,彭興里,"65000","65000070","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"880766"
"65000130045",新北市,土城區,青山里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"286063"
"65000060002",新北市,新店區,明德里,"65000","65000060","0","0","1","0","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"104477"
"65000080014",新北市,鶯歌區,大湖里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"485869"
"65000130003",新北市,土城區,員林里,"65000","65000130","1","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"307225"
"65000070035",新北市,樹林區,山佳里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"979659"
"65000070038",新北市,樹林區,中華里,"65000","65000070","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"29436"
"65000060056",新北市,新店區,安和里,"65000","65000060","1","1","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"1677611"
"65000130012",新北市,土城區,清水里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","107899"
"65000060003",新北市,新店區,大豐里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"103643"
"65000080018",新北市,鶯歌區,中湖里,"65000","65000080","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"2749535"
"65000070017",新北市,樹林區,彭福里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"193793"
"65000060053",新北市,新店區,和平里,"65000","65000060","0","0","1","1","0","1","1","1",,"1",,"1",,"1",,,,,,,,,,,,,,"1","1",,,,"22998"
"65000030035",新北市,中和區,華新里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"326533"
"65000060004",新北市,新店區,大同里,"65000","65000060","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"88515"
"65000060005",新北市,新店區,江陵里,"65000","65000060","0","0","0","0","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"159266"
"65000070014",新北市,樹林區,大同里,"65000","65000070","0","0","1","1","0","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"84605"
"65000130033",新北市,土城區,員福里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"414317"
"65000060007",新北市,新店區,寶安里,"65000","65000060","0","0","0","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"131638"
"65000130009",新北市,土城區,柑林里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","630557"
"65000070021",新北市,樹林區,樂山里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"3419907"
"65000030034",新北市,中和區,頂南里,"65000","65000030","0","0","1","0","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,"1",,"56429"
"65000060006",新北市,新店區,寶興里,"65000","65000060","1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"317135"
"65000130042",新北市,土城區,學士里,"65000","65000130","1","0","1","1","0","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","89749"
"65000030041",新北市,中和區,橫路里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"2318274"
"65000130019",新北市,土城區,廷寮里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1690633"
"65000030037",新北市,中和區,華南里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"187313"
"65000070019",新北市,樹林區,東陽里,"65000","65000070","1","0","1","1","0","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"235474"
"65000200007",新北市,坪林區,漁光里,"65000","65000200","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"28845864"
"65000030092",新北市,中和區,正南里,"65000","65000030","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"60957"
"65000130014",新北市,土城區,永豐里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","156269"
"65000130038",新北市,土城區,永富里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"168350"
"65000130043",新北市,土城區,明德里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"166098"
"65000060067",新北市,新店區,永平里,"65000","65000060","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"210573"
"65000130029",新北市,土城區,學府里,"65000","65000130","1","0","1","1","0","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","105323"
"65000070020",新北市,樹林區,東昇里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"242354"
"65000070015",新北市,樹林區,和平里,"65000","65000070","0","0","1","1","0","0","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"299880"
"65000060015",新北市,新店區,永安里,"65000","65000060","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"244153"
"65000130041",新北市,土城區,中正里,"65000","65000130","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","120279"
"65000070036",新北市,樹林區,中山里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"1372188"
"65000060052",新北市,新店區,中山里,"65000","65000060","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"1068118"
"65000130046",新北市,土城區,金城里,"65000","65000130","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"56210"
"65000130007",新北市,土城區,日和里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"534559"
"65000030042",新北市,中和區,內南里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,"1",,"1294306"
"65000060058",新北市,新店區,寶福里,"65000","65000060","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"1607065"
"65000130027",新北市,土城區,樂利里,"65000","65000130","1","0","0","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","71628"
"65000010124",新北市,板橋區,溪福里,"65000","65000010","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1345330"
"65000130017",新北市,土城區,峯廷里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"141500"
"65000030080",新北市,中和區,福南里,"65000","65000030","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,,"1",,"101626"
"65000060008",新北市,新店區,信義里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"201673"
"65000070010",新北市,樹林區,樹南里,"65000","65000070","0","0","0","0","0","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"99367"
"65000060066",新北市,新店區,新和里,"65000","65000060","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,,,"1",,,,"1",,,,,,"1","1","1",,,"158757"
"65000130040",新北市,土城區,延和里,"65000","65000130","1","0","0","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"114774"
"65000130016",新北市,土城區,清溪里,"65000","65000130","0","0","1","0","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","278520"
"65000030040",新北市,中和區,景南里,"65000","65000030","1","0","1","1","1","1","1","1",,"1","1","1",,"1","1",,,"1",,,,"1","1",,,"1",,"1","1","1",,,"119216"
"65000030044",新北市,中和區,外南里,"65000","65000030","1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"122944"
"65000130039",新北市,土城區,學成里,"65000","65000130","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"57713"
"65000010099",新北市,板橋區,溪洲里,"65000","65000010","0","0","0","0","0","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"143035"
"65000030043",新北市,中和區,壽南里,"65000","65000030","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"99223"
"65000130032",新北市,土城區,青雲里,"65000","65000130","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","281091"
