VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,COUNTYCODE,TOWNCODE,105green,105water,108green,109green,110green,107green,106green,m109300,m109300s,m109500,m109500s,m108300,m108300s,m108500,m108500s,m107300,m107300s,m107500,m107500s,m106300,m106300s,m106500,m106500s,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area
"65000020060",新北市,三重區,大德里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"22335"
"65000020057",新北市,三重區,光華里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"42052"
"65000020055",新北市,三重區,錦安里,"65000","65000020","0","0","0","0","1","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"32685"
"65000110038",新北市,汐止區,環河里,"65000","65000110","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"1119022"
"65000020059",新北市,三重區,開元里,"65000","65000020","0","0","0","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"48063"
"65000110041",新北市,汐止區,大同里,"65000","65000110","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"62603"
"65000110045",新北市,汐止區,福安里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"136312"
"65000020048",新北市,三重區,正義里,"65000","65000020","0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,"1",,,,"62801"
"65000020052",新北市,三重區,中央里,"65000","65000020","0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,"1",,"1",,"39730"
"65000110026",新北市,汐止區,中興里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"348149"
"65000020045",新北市,三重區,民生里,"65000","65000020","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1",,,,"78492"
"65000110006",新北市,汐止區,秀峰里,"65000","65000110","0","0","0","1","0","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"190414"
"65000020049",新北市,三重區,正安里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"34593"
"65000110023",新北市,汐止區,東山里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"10867471"
"65000020058",新北市,三重區,長生里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"16329"
"65000050072",新北市,新莊區,福興里,"65000","65000050","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,,,"1","1",,,,"358989"
"65000110034",新北市,汐止區,福德里,"65000","65000110","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"101280"
"65000020061",新北市,三重區,長元里,"65000","65000020","0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,"1",,"1",,"40200"
"65000050005",新北市,新莊區,福基里,"65000","65000050","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,,,"1","1","1","1",,"857076"
"65000020050",新北市,三重區,自強里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"35225"
"65000020053",新北市,三重區,雙園里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"27468"
"65000110035",新北市,汐止區,興福里,"65000","65000110","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"76740"
"65000020062",新北市,三重區,長江里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"45564"
"65000020016",新北市,三重區,福田里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"42706"
"65000020056",新北市,三重區,長安里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"44131"
"65000020110",新北市,三重區,博愛里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"88978"
"65000110003",新北市,汐止區,智慧里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"509800"
"65000020002",新北市,三重區,二重里,"65000","65000020","0","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"202679"
"65000020017",新北市,三重區,田中里,"65000","65000020","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"110670"
"65000110049",新北市,汐止區,湖蓮里,"65000","65000110","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"281696"
"65000170003",新北市,林口區,西林里,"65000","65000170","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1049620"
"65000140032",新北市,蘆洲區,民和里,"65000","65000140","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"134685"
"65000140035",新北市,蘆洲區,永安里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,,,"95950"
"65000020101",新北市,三重區,慈愛里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"57691"
"65000140024",新北市,蘆洲區,九芎里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,,,"70793"
"65000140010",新北市,蘆洲區,溪墘里,"65000","65000140","0","0","1","1","1","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1","1","1",,"172277"
"65000140011",新北市,蘆洲區,樹德里,"65000","65000140","0","0","1","1","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"58067"
"65000020100",新北市,三重區,慈惠里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"32654"
"65000140003",新北市,蘆洲區,中路里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"126186"
"65000160005",新北市,泰山區,楓樹里,"65000","65000160","1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1",,"1",,"1","1",,,,,"1","1","1","1","1","1422817"
"65000020078",新北市,三重區,六福里,"65000","65000020","0","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"105830"
"65000020075",新北市,三重區,安慶里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"25844"
"65000020063",新北市,三重區,長泰里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"31717"
"65000110002",新北市,汐止區,禮門里,"65000","65000110","0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"74667"
"65000020076",新北市,三重區,幸福里,"65000","65000020","0","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"204629"
"65000110029",新北市,汐止區,厚德里,"65000","65000110","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"202140"
"65000110004",新北市,汐止區,信望里,"65000","65000110","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"36627"
"65000110007",新北市,汐止區,新昌里,"65000","65000110","0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"147001"
"65000020064",新北市,三重區,長福里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"33305"
"65000150013",新北市,五股區,德泰里,"65000","65000150","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"320997"
"65000020065",新北市,三重區,介壽里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"34152"
"65000110009",新北市,汐止區,茄苳里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"3829531"
"65000020073",新北市,三重區,福安里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"62804"
"65000020077",新北市,三重區,六合里,"65000","65000020","0","0","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"97882"
"65000020067",新北市,三重區,錦江里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"20756"
"65000150012",新北市,五股區,貿商里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"56066"
"65000020072",新北市,三重區,三安里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,,,"1",,,,"1",,,,"1",,,,,"1",,"1",,"56155"
"65000110001",新北市,汐止區,義民里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"100502"
"65000020074",新北市,三重區,信安里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"41524"
"65000170016",新北市,林口區,麗林里,"65000","65000170","1","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,,,"1","1","1","1",,"291488"
"65000110036",新北市,汐止區,康福里,"65000","65000110","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"129303"
"65000020116",新北市,三重區,立德里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"112268"
"65000110028",新北市,汐止區,仁德里,"65000","65000110","0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"46351"
"65000020071",新北市,三重區,奕壽里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"113665"
"65000020066",新北市,三重區,萬壽里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"27690"
"65000170017",新北市,林口區,麗園里,"65000","65000170","1","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"446930"
"65000150020",新北市,五股區,福德里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"2210784"
"65000020086",新北市,三重區,培德里,"65000","65000020","0","0","1","1","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"163972"
"65000020070",新北市,三重區,秀江里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"22795"
"65000020092",新北市,三重區,永煇里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"43233"
"65000160001",新北市,泰山區,大科里,"65000","65000160","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"6869948"
"65000020001",新北市,三重區,大有里,"65000","65000020","0","0","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"283301"
"65000110020",新北市,汐止區,北山里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"408287"
"65000110048",新北市,汐止區,城中里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"126196"
"65000020069",新北市,三重區,龍門里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"39477"
"65000250005",新北市,雙溪區,三港里,"65000","65000250","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,"5013320"
"65000020113",新北市,三重區,永發里,"65000","65000020","0","0","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"273218"
"65000020083",新北市,三重區,厚德里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"61982"
"65000020068",新北市,三重區,龍濱里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"68486"
"65000170009",新北市,林口區,東勢里,"65000","65000170","1","0","1","1","1","0","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"427829"
"65000020087",新北市,三重區,永德里,"65000","65000020","0","0","1","1","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"129681"
"65000110042",新北市,汐止區,崇德里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"694174"
"65000110019",新北市,汐止區,北峰里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"283292"
"65000020085",新北市,三重區,尚德里,"65000","65000020","0","0","0","0","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"98372"
"65000110033",新北市,汐止區,金龍里,"65000","65000110","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"190590"
"65000110040",新北市,汐止區,山光里,"65000","65000110","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"593149"
"65000020115",新北市,三重區,永豐里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"96273"
"65000020084",新北市,三重區,維德里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"80114"
"65000110011",新北市,汐止區,保安里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"1181355"
"65000020112",新北市,三重區,永吉里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"82742"
"65000020091",新北市,三重區,永安里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"73208"
"65000150019",新北市,五股區,水碓里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"656541"
"65000260008",新北市,貢寮區,真理里,"65000","65000260","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"3074003"
"65000020082",新北市,三重區,崇德里,"65000","65000020","1","0","1","1","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"103628"
"65000110005",新北市,汐止區,橋東里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"107235"
"65000160002",新北市,泰山區,黎明里,"65000","65000160","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"2489036"
"65000170015",新北市,林口區,仁愛里,"65000","65000170","1","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"305814"
"65000020081",新北市,三重區,瑞德里,"65000","65000020","1","0","1","1","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"57070"
"65000110050",新北市,汐止區,保新里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"1227796"
"65000020114",新北市,三重區,永順里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"61890"
"65000240012",新北市,平溪區,新寮里,"65000","65000240","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"9579999"
"65000020079",新北市,三重區,順德里,"65000","65000020","0","0","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"59932"
"65000020080",新北市,三重區,承德里,"65000","65000020","0","0","0","0","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"56315"
"65000110047",新北市,汐止區,建成里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"219967"
"65000150001",新北市,五股區,興珍里,"65000","65000150","0","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,,,"1","1","1",,,"2050499"
"65000020089",新北市,三重區,永福里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"121908"
"65000020088",新北市,三重區,永盛里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"81966"
"65000170002",新北市,林口區,林口里,"65000","65000170","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1025746"
"65000020094",新北市,三重區,福隆里,"65000","65000020","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"151093"
"65000140031",新北市,蘆洲區,長安里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"92317"
"65000020095",新北市,三重區,五常里,"65000","65000020","0","0","0","1","1","0","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"381736"
"65000140025",新北市,蘆洲區,中華里,"65000","65000140","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"84431"
"65000020103",新北市,三重區,慈祐里,"65000","65000020","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"92385"
"65000020119",新北市,三重區,五順里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,,,"43750"
"65000260010",新北市,貢寮區,美豐里,"65000","65000260","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"12031668"
"65000020097",新北市,三重區,仁忠里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,,,"60642"
"65000140009",新北市,蘆洲區,恆德里,"65000","65000140","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1","1","1",,"172639"
"65000140023",新北市,蘆洲區,忠義里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"78985"
"65000140013",新北市,蘆洲區,仁復里,"65000","65000140","0","0","1","1","1","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1","1","1",,"59830"
"65000140014",新北市,蘆洲區,得勝里,"65000","65000140","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"92673"
"65000110037",新北市,汐止區,忠山里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"535647"
"65000110027",新北市,汐止區,湖光里,"65000","65000110","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"831745"
"65000140029",新北市,蘆洲區,光明里,"65000","65000140","0","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"88118"
"65000020118",新北市,三重區,仁華里,"65000","65000020","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1",,"1",,"98115"
"65000140038",新北市,蘆洲區,永德里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"76980"
"65000020102",新北市,三重區,慈化里,"65000","65000020","0","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"50968"
"65000020096",新北市,三重區,五福里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,,,"120044"
"65000140028",新北市,蘆洲區,仁義里,"65000","65000140","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"70842"
"65000140027",新北市,蘆洲區,仁德里,"65000","65000140","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1",,"1","1","1",,"74524"
"65000140004",新北市,蘆洲區,光華里,"65000","65000140","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"73362"
"65000150010",新北市,五股區,德音里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1847916"
"65000140017",新北市,蘆洲區,永康里,"65000","65000140","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"96609"
"65000170008",新北市,林口區,南勢里,"65000","65000170","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,,,,"1","1","1","1",,"3997500"
"65000020107",新北市,三重區,富福里,"65000","65000020","0","0","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"71487"
"65000020104",新北市,三重區,五華里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"80310"
"65000020106",新北市,三重區,富華里,"65000","65000020","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"36534"
"65000140008",新北市,蘆洲區,鷺江里,"65000","65000140","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"129498"
"65000150002",新北市,五股區,更寮里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"2779420"
"65000140012",新北市,蘆洲區,保和里,"65000","65000140","0","0","1","1","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"181310"
"65000150008",新北市,五股區,五股里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"466721"
"65000110012",新北市,汐止區,保長里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"926278"
"65000170004",新北市,林口區,菁湖里,"65000","65000170","1","0","1","1","1","0","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"579301"
"65000140002",新北市,蘆洲區,中原里,"65000","65000140","0","0","1","1","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1","1","171694"
"65000140019",新北市,蘆洲區,玉清里,"65000","65000140","1","0","1","0","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1",,,"105364"
"65000140037",新北市,蘆洲區,成功里,"65000","65000140","0","0","0","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","143293"
"65000140018",新北市,蘆洲區,信義里,"65000","65000140","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1",,,"56327"
"65000140022",新北市,蘆洲區,仁愛里,"65000","65000140","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"80973"
"65000020108",新北市,三重區,碧華里,"65000","65000020","1","0","1","1","1","0","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"296362"
"65000140034",新北市,蘆洲區,福安里,"65000","65000140","0","0","0","1","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"63942"
"65000150011",新北市,五股區,陸一里,"65000","65000150","1","0","1","1","1","0","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"78890"
"65000140005",新北市,蘆洲區,保佑里,"65000","65000140","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1","1","151719"
"65000140033",新北市,蘆洲區,忠孝里,"65000","65000140","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1",,,"40093"
"65000110013",新北市,汐止區,鄉長里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"1621190"
"65000020105",新北市,三重區,富貴里,"65000","65000020","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"461659"
"65000140016",新北市,蘆洲區,永樂里,"65000","65000140","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","132140"
"65000120014",新北市,瑞芳區,猴硐里,"65000","65000120","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"2715727"
"65000150009",新北市,五股區,五福里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"223421"
"65000140007",新北市,蘆洲區,樓厝里,"65000","65000140","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"240083"
65000020R01,新北市,三重區,,"65000","65000020","1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","6170480"
"65000140006",新北市,蘆洲區,水湳里,"65000","65000140","1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"251940"
"65000170007",新北市,林口區,湖南里,"65000","65000170","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"2876702"
"65000150017",新北市,五股區,民義里,"65000","65000150","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"1587408"
"65000250006",新北市,雙溪區,牡丹里,"65000","65000250","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"9999453"
"65000140015",新北市,蘆洲區,南港里,"65000","65000140","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1","1","173553"
"65000250007",新北市,雙溪區,三貂里,"65000","65000250","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"9903192"
"65000110043",新北市,汐止區,湖興里,"65000","65000110","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"1959133"
"65000140020",新北市,蘆洲區,復興里,"65000","65000140","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"755420"
