,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶人口數,15歲以上離婚人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,綜合所得標準差,各類所得金額合計,各類所得金額薪資所得,107green,m107300,m107300s,m107500,m107500s,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
新北市中和區福真里,新北市,65000030,中和區,65000030-013,福真里,4299,95.14,56786.96,33.39,12.22,21.16,173.1,394,3223,682,23,176,997,480,1242,519,433,7,28,1821,1834,384,10,-52,1720,1002038.0,841.0,621.0,395.0,1045.0,737.67,1002085.0,831760.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83354.0,1.0,0.0,0.0
新北市中和區福祥里,新北市,65000030,中和區,65000030-016,福祥里,5173,94.4,63568.33,33.02,13.47,19.54,145.04,524,3889,760,19,226,1225,662,1396,571,516,5,29,2238,2192,471,-4,-84,2096,1252849.0,851.0,609.0,367.0,1055.0,816.59,1252934.0,1051860.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,82959.0,0.0,0.0,0.0
新北市中和區福美里,新北市,65000030,中和區,65000030-015,福美里,4558,95.04,41159.84,37.37,15.22,22.15,145.54,505,3318,735,27,182,1057,527,1247,534,447,8,24,1868,2008,411,7,-25,1726,1004959.0,798.0,607.0,393.0,995.0,680.02,1009958.0,844592.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,115712.0,1.0,0.0,1.0
新北市中和區秀仁里,新北市,65000030,中和區,65000030-033,秀仁里,3526,93.21,59371.26,40.48,18.57,21.91,118.03,466,2510,550,23,262,913,409,872,275,283,6,17,1458,1593,277,10,109,1479,1075049.0,1021.0,735.0,419.0,1295.0,1041.96,1075049.0,886472.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,73050.0,1.0,0.0,0.0
新北市中和區秀士里,新北市,65000030,中和區,65000030-077,秀士里,2540,96.29,25462.13,38.12,11.96,26.16,218.64,220,1839,481,18,151,674,310,656,257,237,5,12,1066,1059,244,-9,33,1088,660472.0,926.0,675.0,402.0,1158.0,875.62,660472.0,552692.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53343.0,0.0,0.0,0.0
新北市中和區秀山里,新北市,65000030,中和區,65000030-027,秀山里,4679,92.47,37973.96,36.41,14.02,22.39,159.67,481,3430,768,24,297,1158,579,1199,474,432,3,32,1969,2126,349,13,-29,1812,1199170.0,867.0,650.0,404.0,1112.0,755.52,1212625.0,1020172.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,117581.0,0.0,0.0,1.0
新北市中和區秀峰里,新北市,65000030,中和區,65000030-032,秀峰里,4655,84.5,50296.59,33.11,12.81,20.3,158.48,448,3497,710,24,298,1276,644,1255,371,301,11,27,1951,1935,510,7,61,2177,1304129.0,862.0,621.0,385.0,1050.0,1061.0,1304129.0,1089948.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,181431.0,0.0,0.0,0.0
新北市中和區秀成里,新北市,65000030,中和區,65000030-028,秀成里,3619,96.47,64722.08,34.79,13.0,21.79,167.62,349,2685,585,27,239,1023,442,886,340,290,4,19,1490,1701,259,-2,-33,1377,1056611.0,898.0,626.0,385.0,1108.0,934.48,1061249.0,860924.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57691.0,0.0,0.0,0.0
新北市中和區秀明里,新北市,65000030,中和區,65000030-031,秀明里,5160,85.68,55171.82,40.1,14.2,25.9,182.41,523,3683,954,42,379,1488,708,1308,378,307,7,20,2167,2182,495,-4,6,2407,1557966.0,973.0,670.0,394.0,1212.0,1191.66,1573641.0,1204763.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,93534.0,1.0,0.0,0.0
新北市中和區秀景里,新北市,65000030,中和區,65000030-030,秀景里,6533,94.9,8384.84,35.46,13.73,21.73,158.31,662,4823,1048,45,483,1829,845,1669,540,422,10,28,2703,2885,576,0,24,2873,2091650.0,1016.0,700.0,408.0,1305.0,1013.45,2098711.0,1726419.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,774329.0,1.0,2.0,0.0
新北市中和區秀水里,新北市,65000030,中和區,65000030-072,秀水里,3845,92.35,44918.22,45.75,15.16,30.59,201.75,400,2638,807,23,153,907,451,1088,396,382,10,35,1558,1719,299,-6,-5,1583,840334.0,803.0,611.0,384.0,996.0,778.46,840454.0,704887.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,81836.0,0.0,0.0,0.0
新北市中和區秀福里,新北市,65000030,中和區,65000030-029,秀福里,4815,94.94,42657.43,35.29,11.3,24.0,212.44,402,3559,854,31,355,1469,624,1139,407,352,7,29,1966,2244,329,-4,-53,1954,1465556.0,952.0,671.0,384.0,1216.0,935.61,1465628.0,1177320.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,108970.0,0.0,0.0,0.0
新北市中和區秀義里,新北市,65000030,中和區,65000030-076,秀義里,2761,100.07,54072.58,38.88,14.39,24.5,170.28,286,1988,487,17,184,721,319,706,256,245,8,19,1154,1212,226,1,17,1098,791711.0,938.0,691.0,413.0,1182.0,1017.45,800466.0,626716.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56892.0,0.0,0.0,0.0
新北市中和區積穗里,新北市,65000030,中和區,65000030-055,積穗里,8509,93.96,47630.78,31.64,15.19,16.44,108.25,982,6464,1063,28,489,2233,1081,2190,857,602,14,33,3602,3890,658,43,-81,3467,2658450.0,990.0,710.0,408.0,1218.0,1095.88,2674559.0,2182688.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,174241.0,0.0,0.0,0.0
新北市中和區自強里,新北市,65000030,中和區,65000030-066,自強里,5189,98.96,33180.3,31.63,14.79,16.84,113.89,583,3942,664,15,276,1186,589,1380,693,435,10,22,2214,2334,384,20,-18,1918,1232862.0,832.0,621.0,386.0,1024.0,1410.99,1232883.0,1080980.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,159676.0,1.0,2.0,1.0
新北市中和區興南里,新北市,65000030,中和區,65000030-078,興南里,3201,92.72,43151.79,40.46,12.94,27.51,212.54,295,2279,627,16,140,765,341,938,365,317,5,19,1343,1362,271,2,-82,1279,732813.0,856.0,587.0,363.0,999.0,1731.39,732928.0,545932.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,73053.0,0.0,0.0,0.0
新北市中和區華南里,新北市,65000030,中和區,65000030-037,華南里,5245,96.29,25890.49,35.11,14.61,20.5,140.39,567,3882,796,26,316,1473,634,1340,492,361,7,29,2199,2376,399,10,-14,2110,1643032.0,1047.0,697.0,418.0,1254.0,1227.16,1644359.0,1358141.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,187313.0,0.0,0.0,0.0
新北市中和區華新里,新北市,65000030,中和區,65000030-035,華新里,7578,92.04,30411.87,32.99,15.95,17.04,106.82,909,5698,971,19,336,1989,953,2165,724,451,4,28,3222,3368,612,21,-34,2883,1943760.0,873.0,665.0,414.0,1129.0,738.56,1943818.0,1706182.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,326533.0,0.0,0.0,2.0
新北市中和區連和里,新北市,65000030,中和區,65000030-007,連和里,2444,83.9,11946.43,33.99,12.5,21.49,171.93,228,1824,392,13,216,732,351,571,181,142,3,7,984,1039,252,-5,-30,1239,878585.0,982.0,724.0,399.0,1263.0,923.36,890156.0,701356.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,207588.0,1.0,0.0,0.0
新北市中和區連城里,新北市,65000030,中和區,65000030-008,連城里,6627,91.37,48421.39,40.55,15.89,24.67,155.27,749,4715,1163,37,442,1705,853,1652,584,553,14,38,2800,2946,476,-10,-46,2602,1887945.0,944.0,684.0,396.0,1226.0,904.99,1888837.0,1555789.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,129869.0,1.0,0.0,0.0
新北市中和區錦中里,新北市,65000030,中和區,65000030-085,錦中里,4515,94.95,12641.85,35.5,17.71,17.8,100.51,590,3332,593,15,216,1075,522,1232,526,314,5,20,2056,1887,353,16,-20,1646,1029888.0,845.0,610.0,386.0,1078.0,796.79,1029925.0,850784.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,584047.0,1.0,0.0,3.0
新北市中和區錦和里,新北市,65000030,中和區,65000030-052,錦和里,5781,96.17,9006.17,31.42,16.94,14.48,85.5,745,4399,637,18,295,1480,755,1581,551,336,4,16,2556,2552,400,-3,-51,2071,1568880.0,923.0,672.0,389.0,1154.0,889.52,1601386.0,1270153.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,526232.0,1.0,0.0,0.0
新北市中和區錦昌里,新北市,65000030,中和區,65000030-053,錦昌里,2325,102.35,6751.81,39.22,17.43,21.8,125.09,291,1670,364,20,162,595,269,587,241,145,7,8,985,1053,147,-12,-33,955,769262.0,1160.0,753.0,402.0,1435.0,1317.72,769507.0,604690.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,348779.0,1.0,0.0,0.0
新北市中和區錦盛里,新北市,65000030,中和區,65000030-086,錦盛里,4041,95.41,33767.02,33.63,15.24,18.39,120.61,461,3024,556,5,169,951,457,1116,541,317,3,21,1779,1705,354,11,-71,1451,851953.0,757.0,599.0,380.0,969.0,608.65,851953.0,752579.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,217537.0,1.0,0.0,0.0
新北市中和區頂南里,新北市,65000030,中和區,65000030-034,頂南里,3109,94.07,39369.88,31.29,11.02,20.27,183.91,261,2368,480,13,163,870,379,858,332,219,2,12,1341,1377,209,-13,-32,1126,809821.0,884.0,657.0,407.0,1091.0,936.92,831408.0,648595.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56429.0,0.0,0.0,0.0
新北市五股區五福里,新北市,65000150,五股區,65000150-009,五福里,3671,105.08,12816.26,26.98,14.8,12.18,82.24,428,2891,352,5,106,762,386,1077,526,355,8,18,1685,1502,309,-8,-56,1312,699482.0,682.0,512.0,340.0,836.0,649.88,699484.0,593191.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,223421.0,0.0,0.0,0.0
新北市五股區五股里,新北市,65000150,五股區,65000150-008,五股里,4618,109.62,9348.48,32.74,15.84,16.9,106.72,551,3479,588,12,172,932,433,1374,635,482,5,22,2036,1760,575,3,-8,1909,877123.0,786.0,551.0,341.0,914.0,918.58,877123.0,628937.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,466721.0,0.0,0.0,3.0
新北市五股區五龍里,新北市,65000150,五股區,65000150-007,五龍里,1528,126.04,264.6,40.7,17.31,23.39,135.11,188,1086,254,0,20,265,113,433,251,238,1,19,643,657,125,2,12,479,258365.0,738.0,542.0,338.0,838.0,765.56,263038.0,173350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6293727.0,0.0,0.0,0.0
新北市五股區六福里,新北市,65000150,五股區,65000150-015,六福里,3961,97.06,5047.89,22.9,13.5,9.4,69.66,435,3223,303,6,125,891,416,1261,519,287,2,19,1785,1609,391,5,13,1461,866780.0,769.0,597.0,380.0,959.0,658.08,866780.0,753573.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,605249.0,0.0,0.0,0.0
新北市五股區德泰里,新北市,65000150,五股區,65000150-013,德泰里,4705,92.99,13392.84,28.03,17.14,10.88,63.49,630,3675,400,8,141,1019,517,1423,574,369,6,18,2089,1987,458,27,27,1740,1218532.0,915.0,608.0,373.0,1016.0,4040.32,1754902.0,925058.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,320997.0,0.0,0.0,0.0
新北市五股區德音里,新北市,65000150,五股區,65000150-010,德音里,5527,100.04,2356.99,26.62,15.46,11.16,72.15,675,4365,487,22,230,1347,594,1608,665,357,5,24,2529,2371,401,19,-15,1978,1463003.0,913.0,619.0,381.0,1114.0,1067.33,1786172.0,1162640.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1847916.0,0.0,0.0,1.0
新北市五股區成功里,新北市,65000150,五股區,65000150-006,成功里,6633,99.79,5688.62,28.27,18.1,10.17,56.2,936,5171,526,14,187,1434,668,1893,921,551,6,23,2922,2830,637,42,188,2645,1391470.0,746.0,586.0,365.0,964.0,584.78,1391501.0,1193900.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,717801.0,1.0,0.0,1.0
新北市五股區成州里,新北市,65000150,五股區,65000150-005,成州里,6374,103.51,5467.09,30.75,17.58,13.17,74.91,857,4875,642,6,137,1240,577,1780,1024,695,12,46,2879,2678,513,27,-25,2287,1128183.0,733.0,555.0,353.0,911.0,782.61,1128183.0,922398.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1433288.0,1.0,0.0,2.0
新北市五股區成德里,新北市,65000150,五股區,65000150-014,成德里,3387,99.94,3726.02,36.41,18.04,18.36,101.79,448,2483,456,6,94,658,315,901,497,441,6,21,1510,1449,259,4,153,1221,620106.0,727.0,560.0,362.0,920.0,639.17,620139.0,496372.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,869896.0,1.0,0.0,1.0
新北市五股區成泰里,新北市,65000150,五股區,65000150-018,成泰里,9068,102.82,4155.47,27.99,18.5,9.48,51.26,1311,7085,672,33,356,2187,1029,2478,1010,609,11,44,3960,3996,796,85,920,3954,2488536.0,882.0,663.0,396.0,1117.0,820.79,2506828.0,2007884.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2228631.0,1.0,0.0,1.0
新北市五股區更寮里,新北市,65000150,五股區,65000150-002,更寮里,1264,111.02,533.29,36.35,12.62,23.73,188.03,117,927,220,3,41,229,116,354,209,172,3,20,509,590,87,-1,4,461,229577.0,738.0,593.0,361.0,929.0,661.18,283311.0,162810.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2779420.0,1.0,0.0,1.0
新北市五股區民義里,新北市,65000150,五股區,65000150-017,民義里,3634,100.33,2273.02,32.53,17.14,15.39,89.79,470,2742,422,7,140,801,344,1014,482,343,7,26,1617,1540,304,3,28,1301,751765.0,763.0,568.0,360.0,947.0,740.09,751788.0,613837.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1587408.0,0.0,0.0,0.0
新北市五股區水碓里,新北市,65000150,五股區,65000150-019,水碓里,8148,99.56,8164.19,27.09,16.08,11.01,68.48,1031,6411,706,19,328,1950,829,2304,1015,633,9,30,3711,3471,633,18,-44,2943,1867242.0,799.0,590.0,369.0,995.0,755.38,1930134.0,1474692.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,656541.0,0.0,0.0,1.0
新北市五股區福德里,新北市,65000150,五股區,65000150-020,福德里,3468,99.65,2198.87,30.28,17.09,13.19,77.14,455,2662,351,9,92,732,375,1105,382,299,5,14,1496,1451,365,8,20,1308,737654.0,760.0,616.0,369.0,975.0,595.86,737780.0,648111.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2210784.0,0.0,0.0,0.0
新北市五股區興珍里,新北市,65000150,五股區,65000150-001,興珍里,4887,106.73,2336.44,31.58,14.08,17.5,124.28,523,3714,650,16,177,1117,466,1316,671,560,4,37,2131,2160,354,5,-87,1704,1227070.0,786.0,553.0,336.0,936.0,1037.92,1267512.0,793845.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2050499.0,0.0,0.0,1.0
新北市五股區觀音里,新北市,65000150,五股區,65000150-004,觀音里,1479,119.44,228.43,39.4,13.1,26.3,200.72,139,1061,279,0,26,259,99,405,256,263,0,32,593,662,109,-11,-16,534,214185.0,721.0,593.0,373.0,877.0,550.06,214185.0,158055.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6398717.0,0.0,0.0,1.0
新北市五股區貿商里,新北市,65000150,五股區,65000150-012,貿商里,3218,93.04,60697.51,42.64,17.46,25.18,144.16,394,2256,568,9,122,728,379,950,294,318,8,16,1329,1288,306,-23,38,1241,704698.0,848.0,635.0,383.0,1040.0,807.33,704894.0,583702.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56066.0,0.0,0.0,0.0
新北市五股區陸一里,新北市,65000150,五股區,65000150-011,陸一里,2611,96.17,31519.35,45.22,12.29,32.93,267.87,221,1798,592,6,93,558,254,805,292,332,7,43,1002,1012,242,-25,37,1099,500000.0,795.0,586.0,349.0,970.0,798.13,500065.0,424326.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78890.0,0.0,0.0,0.0
新北市五股區集福里,新北市,65000150,五股區,65000150-003,集福里,4046,102.91,2130.88,30.6,14.98,15.62,104.31,464,3098,484,11,104,792,437,1236,564,416,4,18,1741,1676,408,-10,45,1547,745455.0,723.0,584.0,355.0,933.0,553.24,745583.0,631203.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1675382.0,0.0,0.0,0.0
新北市五股區集賢里,新北市,65000150,五股區,65000150-016,集賢里,4102,98.93,2350.65,28.91,15.74,13.17,83.63,501,3182,419,5,104,852,345,1212,640,410,6,27,1852,1734,342,6,0,1427,725017.0,683.0,567.0,374.0,864.0,501.15,725017.0,625993.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1830384.0,0.0,0.0,0.0
新北市八里區下罟里,新北市,65000230,八里區,65000230-010,下罟里,1792,103.41,592.97,35.65,18.55,17.11,92.24,245,1321,226,3,42,322,172,488,296,184,10,30,789,784,116,12,25,544,297549.0,748.0,536.0,327.0,853.0,865.22,313502.0,223855.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3334953.0,0.0,0.0,0.0
新北市八里區埤頭里,新北市,65000230,八里區,65000230-004,埤頭里,4162,100.1,1334.05,32.21,16.58,15.63,94.25,522,3148,492,9,100,816,507,1183,606,364,7,48,1804,1763,381,-5,64,1600,820352.0,791.0,597.0,365.0,962.0,787.86,820780.0,656705.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3555680.0,0.0,0.0,0.0
新北市八里區大崁里,新北市,65000230,八里區,65000230-003,大崁里,3349,106.6,862.63,35.15,18.93,16.22,85.71,469,2478,402,12,123,694,414,891,437,257,14,38,1461,1479,254,6,137,1239,783630.0,841.0,614.0,363.0,1044.0,822.09,815395.0,598942.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4371933.0,0.0,0.0,3.0
新北市八里區米倉里,新北市,65000230,八里區,65000230-002,米倉里,3703,104.25,576.49,33.49,14.64,18.85,128.82,406,2774,523,16,159,777,540,938,473,351,3,40,1523,1636,333,-7,57,1467,852272.0,843.0,593.0,357.0,1042.0,917.28,934593.0,671276.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6306428.0,1.0,0.0,1.0
新北市八里區舊城里,新北市,65000230,八里區,65000230-006,舊城里,7608,95.53,2790.07,27.05,14.5,12.56,86.64,868,5988,752,12,231,1541,974,2404,1010,528,6,34,3373,3092,814,13,22,2887,1406297.0,717.0,558.0,375.0,935.0,572.71,1406302.0,1219613.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2021754.0,0.0,0.0,2.0
新北市八里區荖阡里,新北市,65000230,八里區,65000230-008,荖阡里,1959,107.96,591.75,35.01,16.75,18.26,109.05,243,1451,265,4,39,386,226,538,303,192,1,27,849,843,158,-1,-21,622,345589.0,745.0,522.0,325.0,888.0,910.06,345589.0,257341.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3180010.0,0.0,0.0,1.0
新北市八里區訊塘里,新北市,65000230,八里區,65000230-007,訊塘里,4961,98.84,2663.42,31.91,17.87,14.04,78.57,672,3761,528,11,142,981,584,1453,684,377,8,49,2173,2050,500,8,60,2003,922791.0,758.0,592.0,366.0,947.0,726.54,922791.0,725704.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2098691.0,0.0,0.0,1.0
新北市八里區長坑里,新北市,65000230,八里區,65000230-009,長坑里,1786,114.66,211.5,36.86,16.4,20.46,124.77,214,1305,267,1,41,309,185,471,310,194,6,55,744,793,132,0,21,488,304634.0,724.0,516.0,348.0,872.0,692.22,304634.0,237106.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8620469.0,0.0,0.0,2.0
新北市八里區頂罟里,新北市,65000230,八里區,65000230-005,頂罟里,2192,93.64,1213.97,31.26,18.32,12.93,70.59,306,1670,216,6,57,444,244,655,308,154,4,14,987,930,195,12,16,807,424709.0,765.0,594.0,350.0,946.0,763.34,424726.0,327478.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1661928.0,0.0,0.0,1.0
新北市八里區龍源里,新北市,65000230,八里區,65000230-001,龍源里,7394,94.12,1487.15,28.03,10.13,17.9,176.75,585,5775,1034,40,441,1784,945,2012,885,646,7,49,2977,3286,753,1,-7,3223,2053638.0,923.0,615.0,375.0,1091.0,1269.82,2083407.0,1642171.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4605713.0,1.0,0.0,3.0
新北市土城區?廷里,新北市,65000130,土城區,65000130-017,?廷里,7667,99.35,71038.1,27.85,15.49,12.36,79.76,929,5997,741,12,243,1624,751,2167,1205,680,12,44,3436,3224,703,15,-226,2639,1385816.0,703.0,566.0,369.0,889.0,565.19,1385816.0,1195009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市土城區中正里,新北市,65000130,土城區,65000130-041,中正里,3389,91.58,47881.43,27.84,16.3,11.54,70.83,432,2651,306,10,190,865,391,936,333,216,5,11,1562,1378,323,2,-20,1263,853125.0,849.0,627.0,397.0,1090.0,725.35,853125.0,725714.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,120279.0,1.0,2.0,1.0
新北市土城區員仁里,新北市,65000130,土城區,65000130-004,員仁里,5845,97.27,11991.74,31.02,16.12,14.91,92.49,719,4461,665,12,203,1246,583,1664,841,510,10,57,2604,2455,518,4,-5,2017,1157820.0,712.0,562.0,362.0,890.0,568.56,1184741.0,934836.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,384324.0,1.0,0.0,1.0
新北市土城區員信里,新北市,65000130,土城區,65000130-037,員信里,4626,96.85,43764.13,28.61,13.96,14.65,104.98,502,3597,527,16,203,1119,511,1260,604,388,4,19,2089,1972,355,12,1,1662,1059030.0,771.0,568.0,360.0,925.0,746.72,1059030.0,874007.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,152068.0,1.0,0.0,0.0
新北市土城區員林里,新北市,65000130,土城區,65000130-003,員林里,6236,94.03,20693.13,31.09,15.07,16.02,106.28,717,4757,762,18,328,1597,689,1653,686,502,11,35,2737,2730,494,18,90,2446,1730127.0,896.0,634.0,381.0,1120.0,1005.09,1746559.0,1375694.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,307225.0,1.0,2.0,1.0
新北市土城區員福里,新北市,65000130,土城區,65000130-033,員福里,5704,100.35,33999.54,29.28,13.37,15.91,118.98,590,4412,702,11,255,1358,621,1591,719,518,12,29,2513,2459,447,26,-90,2087,1289263.0,784.0,574.0,376.0,944.0,860.95,1289423.0,1035711.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,414317.0,1.0,2.0,0.0
新北市土城區土城里,新北市,65000130,土城區,65000130-002,土城里,2176,93.77,45354.12,38.86,18.0,20.87,115.96,282,1567,327,7,104,450,195,630,258,238,2,10,936,895,224,12,10,849,446128.0,784.0,557.0,324.0,952.0,880.39,446141.0,354557.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,46521.0,1.0,0.0,0.0
新北市土城區埤塘里,新北市,65000130,土城區,65000130-001,埤塘里,5510,135.67,2237.8,25.43,10.7,14.73,137.66,470,4393,647,7,160,963,520,1823,1062,467,10,28,2297,1947,1044,-23,5,2848,817823.0,766.0,599.0,376.0,937.0,650.48,817836.0,687918.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2464860.0,1.0,0.0,2.0
新北市土城區埤林里,新北市,65000130,土城區,65000130-010,埤林里,8932,93.42,67654.37,26.89,16.38,10.51,64.18,1153,7039,740,40,576,2547,1058,2137,887,493,5,36,4146,3833,639,30,-34,3181,2576870.0,932.0,658.0,393.0,1202.0,879.37,2577660.0,2143040.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,124964.0,1.0,2.0,0.0
新北市土城區大安里,新北市,65000130,土城區,65000130-020,大安里,5089,99.8,1461.83,33.36,16.56,16.8,101.42,632,3816,641,14,258,1064,544,1443,640,459,8,27,2231,2149,483,16,22,1989,1155059.0,775.0,573.0,360.0,952.0,742.65,1175305.0,886802.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3508843.0,0.0,0.0,0.0
新北市土城區學士里,新北市,65000130,土城區,65000130-042,學士里,5056,93.35,65346.64,28.49,17.97,10.52,58.56,707,3935,414,33,381,1454,617,1179,438,230,2,15,2381,2221,291,18,-40,1844,1607985.0,1060.0,719.0,418.0,1450.0,978.59,1630298.0,1367811.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,89749.0,1.0,2.0,0.0
新北市土城區學府里,新北市,65000130,土城區,65000130-029,學府里,3700,92.51,34708.22,29.42,16.75,12.66,75.57,479,2859,362,15,176,936,357,966,473,281,6,11,1677,1603,275,14,-97,1267,866815.0,806.0,607.0,379.0,978.0,700.01,866914.0,711659.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,105323.0,1.0,2.0,1.0
新北市土城區學成里,新北市,65000130,土城區,65000130-039,學成里,3401,98.54,64634.45,28.58,16.07,12.51,77.88,425,2645,331,7,167,894,339,843,460,256,2,8,1526,1548,216,18,-66,1167,791549.0,782.0,600.0,381.0,997.0,651.79,842394.0,688427.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57713.0,1.0,2.0,0.0
