,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶人口數,15歲以上離婚人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,綜合所得標準差,各類所得金額合計,各類所得金額薪資所得,107green,m107300,m107300s,m107500,m107500s,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
臺北市北投區一德里,臺北市,63000120,北投區,63000120-037,一德里,7830,95.16,2884.5,38.19,19.96,18.23,91.34,1131,5666,1033,61,559,2017,915,1743,632,699,16,57,3417,3591,453,41,-49,2836,2549628.0,1057.0,689.0,399.0,1308.0,1208.27,2668652.0,2043533.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2686626.0,1.0,0.0,74.0
臺北市北投區中和里,臺北市,63000120,北投區,63000120-030,中和里,5094,93.47,27916.15,43.74,16.99,26.75,157.48,602,3544,948,53,418,1485,605,1130,382,384,6,29,2116,2305,349,-16,-40,1948,1871436.0,1132.0,707.0,381.0,1348.0,2649.82,1891379.0,1407343.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,220927.0,1.0,0.0,41.0
臺北市北投區中央里,臺北市,63000120,北投區,63000120-022,中央里,8893,92.82,44147.58,40.0,17.65,22.36,126.67,1121,6352,1420,78,701,2453,1019,1976,725,754,16,50,3795,4045,581,34,-116,3419,3160650.0,1099.0,711.0,392.0,1334.0,1373.05,3215872.0,2462648.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,273290.0,1.0,0.0,83.0
臺北市北投區中庸里,臺北市,63000120,北投區,63000120-028,中庸里,4438,94.48,43672.94,40.93,16.1,24.83,154.24,507,3149,782,30,275,1193,513,1053,365,464,4,34,1848,2006,320,-11,1,1751,1239712.0,908.0,640.0,369.0,1154.0,932.72,1248016.0,1013799.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,100583.0,1.0,0.0,31.0
臺北市北投區中心里,臺北市,63000120,北投區,63000120-027,中心里,6678,85.35,17844.97,37.27,13.73,23.54,171.41,668,4865,1145,93,594,2160,845,1494,403,395,8,18,2728,2951,646,13,-15,3110,2357264.0,1073.0,707.0,372.0,1333.0,1227.08,2519649.0,1801963.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,427797.0,1.0,0.0,78.0
臺北市北投區八仙里,臺北市,63000120,北投區,63000120-018,八仙里,5770,94.54,1496.4,37.48,16.04,21.44,133.73,673,4197,900,65,457,1672,671,1267,430,491,12,32,2451,2624,398,21,-90,2217,2100970.0,1118.0,707.0,395.0,1356.0,1425.6,2112839.0,1614521.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3831764.0,0.0,0.0,54.0
臺北市北投區吉利里,臺北市,63000120,北投區,63000120-013,吉利里,7612,90.78,43659.81,51.36,30.13,21.24,70.5,1515,5029,1068,76,676,2108,897,1426,411,465,5,33,3442,3411,397,16,-32,2631,2537242.0,1124.0,788.0,421.0,1483.0,1144.34,2555683.0,2073033.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,175284.0,0.0,0.0,52.0
臺北市北投區吉慶里,臺北市,63000120,北投區,63000120-014,吉慶里,5617,90.79,15115.31,50.55,28.36,22.19,78.26,1058,3731,828,57,488,1588,667,1102,291,346,5,15,2554,2547,294,18,-165,1947,1946650.0,1130.0,766.0,430.0,1450.0,1252.41,1974326.0,1515114.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,370317.0,0.0,0.0,25.0
臺北市北投區大同里,臺北市,63000120,北投區,63000120-024,大同里,6068,95.81,8523.57,37.78,16.3,21.48,131.75,718,4404,946,55,503,1705,717,1343,468,509,13,37,2648,2695,398,-10,-108,2376,2158695.0,1089.0,684.0,382.0,1290.0,1446.52,2326434.0,1676861.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,640481.0,0.0,0.0,71.0
臺北市北投區大屯里,臺北市,63000120,北投區,63000120-041,大屯里,1265,112.61,283.89,45.57,17.61,27.96,158.82,153,869,243,11,56,269,131,293,164,164,5,19,509,600,87,-5,21,427,398904.0,1133.0,629.0,394.0,1179.0,2435.91,502491.0,233719.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4329641.0,1.0,0.0,0.0
臺北市北投區奇岩里,臺北市,63000120,北投區,63000120-020,奇岩里,10525,94.69,5885.81,38.3,15.24,23.06,151.29,1160,7610,1755,125,955,3276,1314,2250,656,731,7,51,4397,4947,664,20,184,4077,4596472.0,1266.0,744.0,404.0,1445.0,1811.34,4844498.0,3340381.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1710536.0,1.0,0.0,130.0
臺北市北投區尊賢里,臺北市,63000120,北投區,63000120-015,尊賢里,5107,89.15,65544.1,51.18,26.82,24.36,90.84,906,3378,823,34,418,1348,586,1085,367,341,5,17,2238,2352,296,10,-22,1788,1585616.0,1040.0,739.0,410.0,1351.0,1067.45,1585741.0,1309768.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,76653.0,0.0,0.0,21.0
臺北市北投區建民里,臺北市,63000120,北投區,63000120-001,建民里,4424,92.1,4078.23,46.15,16.65,29.5,177.18,504,3027,893,36,411,1375,537,919,285,339,6,12,1771,2123,281,10,17,1785,1763857.0,1207.0,745.0,395.0,1421.0,1628.89,1783416.0,1241641.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1104150.0,1.0,0.0,48.0
臺北市北投區振華里,臺北市,63000120,北投區,63000120-008,振華里,7990,89.11,28546.52,49.32,20.67,28.65,138.61,1106,5351,1533,104,783,2459,1011,1567,402,522,14,22,3358,3774,436,-6,-102,2915,3128929.0,1203.0,788.0,418.0,1517.0,1398.23,3152643.0,2334412.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,279177.0,0.0,0.0,72.0
臺北市北投區文化里,臺北市,63000120,北投區,63000120-033,文化里,4486,94.7,8892.01,45.6,23.69,21.91,92.47,730,3081,675,66,462,1329,544,852,236,243,5,19,1887,2101,226,10,-48,1664,1626288.0,1135.0,799.0,413.0,1555.0,1066.51,1645935.0,1381509.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,505792.0,0.0,0.0,10.0
臺北市北投區文林里,臺北市,63000120,北投區,63000120-002,文林里,4401,92.52,38904.9,42.7,15.89,26.82,168.78,490,3084,827,56,418,1364,500,938,283,341,2,9,1803,2092,276,5,4,1732,1804700.0,1178.0,777.0,429.0,1469.0,1359.54,1827799.0,1346762.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,111729.0,0.0,0.0,50.0
臺北市北投區智仁里,臺北市,63000120,北投區,63000120-031,智仁里,6410,91.57,59900.94,41.66,19.4,22.25,114.69,878,4525,1007,51,439,1726,788,1408,517,549,12,42,2754,2814,479,24,-145,2330,1749947.0,910.0,658.0,388.0,1143.0,855.14,1750273.0,1446043.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,106531.0,0.0,0.0,68.0
臺北市北投區東華里,臺北市,63000120,北投區,63000120-012,東華里,4721,89.45,9405.53,46.66,23.02,23.64,102.7,741,3219,761,96,436,1310,564,939,275,326,8,26,2046,2153,279,16,-43,1645,1648467.0,1112.0,735.0,400.0,1428.0,1325.0,1655726.0,1364114.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,631982.0,0.0,0.0,54.0
臺北市北投區林泉里,臺北市,63000120,北投區,63000120-026,林泉里,3174,95.81,2050.87,39.95,15.08,24.87,164.91,342,2268,564,33,283,840,415,750,277,223,3,8,1309,1367,344,7,-18,1452,859620.0,914.0,676.0,395.0,1213.0,877.4,1589922.0,689436.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1496083.0,1.0,0.0,35.0
臺北市北投區桃源里,臺北市,63000120,北投區,63000120-036,桃源里,6290,95.34,5031.32,33.09,14.92,18.18,121.84,705,4726,859,50,430,1710,734,1472,564,576,13,36,2643,2947,383,8,-36,2353,2054697.0,981.0,680.0,397.0,1240.0,1005.13,2055271.0,1730137.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1186225.0,0.0,0.0,41.0
臺北市北投區榮光里,臺北市,63000120,北投區,63000120-005,榮光里,8104,90.46,55747.79,53.92,30.86,23.06,74.71,1625,5265,1214,53,594,2062,1002,1619,526,580,12,31,3646,3602,476,35,2,2828,2479192.0,1055.0,731.0,405.0,1362.0,1090.54,2494861.0,1998705.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,145825.0,0.0,0.0,80.0
臺北市北投區榮華里,臺北市,63000120,北投區,63000120-006,榮華里,7736,88.09,20325.69,44.9,18.3,26.6,145.34,977,5339,1420,155,910,2738,849,1348,358,371,6,24,3166,3792,420,3,-31,2968,3977235.0,1469.0,864.0,443.0,1695.0,3291.08,4399459.0,3003616.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,381163.0,1.0,0.0,129.0
臺北市北投區永和里,臺北市,63000120,北投區,63000120-009,永和里,9562,90.63,5878.79,42.72,19.82,22.9,115.51,1328,6700,1534,155,951,3141,1107,1849,483,513,6,29,4015,4459,653,3,-51,3726,4510928.0,1425.0,836.0,419.0,1664.0,2272.94,5092056.0,3151079.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1651113.0,0.0,0.0,92.0
臺北市北投區永明里,臺北市,63000120,北投區,63000120-011,永明里,5343,88.6,44112.55,50.42,28.29,22.13,78.21,1005,3552,786,81,494,1597,616,961,261,303,7,18,2400,2425,278,17,18,1898,1961525.0,1206.0,815.0,447.0,1564.0,1231.76,2027714.0,1547487.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,113654.0,0.0,0.0,59.0
臺北市北投區永欣里,臺北市,63000120,北投區,63000120-010,永欣里,8453,86.56,10771.19,47.86,23.47,24.38,103.87,1342,5717,1394,356,1016,3069,805,1277,263,302,9,14,3574,4058,436,22,120,3522,5675403.0,1868.0,1065.0,480.0,2256.0,2243.23,6265184.0,4457074.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,719011.0,0.0,0.0,114.0
臺北市北投區泉源里,臺北市,63000120,北投區,63000120-039,泉源里,2475,110.1,485.72,37.73,12.08,25.65,212.44,217,1797,461,17,114,588,227,618,343,309,13,29,1000,1117,188,-7,36,866,662387.0,949.0,595.0,396.0,1041.0,2064.71,662561.0,519070.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5027305.0,1.0,0.0,10.0
臺北市北投區洲美里,臺北市,63000120,北投區,63000120-019,洲美里,2052,101.57,1215.67,44.1,23.38,20.72,88.59,333,1424,295,12,85,427,207,509,199,261,3,16,878,952,115,3,-137,773,510971.0,869.0,630.0,384.0,1069.0,838.15,510971.0,399517.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1762322.0,1.0,0.0,8.0
臺北市北投區清江里,臺北市,63000120,北投區,63000120-021,清江里,9654,103.54,40713.05,36.76,13.29,23.47,176.65,938,7059,1657,50,510,2388,1143,2482,995,1068,13,67,4114,3918,1034,-23,-74,4255,2668810.0,1001.0,622.0,370.0,1153.0,2790.07,2693001.0,2148246.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,224780.0,1.0,0.0,106.0
臺北市北投區湖山里,臺北市,63000120,北投區,63000120-040,湖山里,1685,106.75,452.24,47.42,11.37,36.05,316.92,130,1143,412,15,79,395,192,419,174,248,6,27,592,797,149,-7,-49,702,556269.0,1171.0,659.0,359.0,1325.0,2416.69,659729.0,368688.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3754045.0,0.0,0.0,10.0
臺北市北投區湖田里,臺北市,63000120,北投區,63000120-042,湖田里,985,118.4,60.15,36.43,10.39,26.04,250.67,75,722,188,2,35,206,98,281,113,159,2,14,361,493,67,6,-18,382,260128.0,1070.0,627.0,390.0,1013.0,2383.93,268156.0,149904.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16719609.0,0.0,0.0,1.0
臺北市北投區溫泉里,臺北市,63000120,北投區,63000120-025,溫泉里,6879,90.55,28254.23,39.62,15.14,24.48,161.66,746,4927,1206,66,561,2044,857,1553,485,524,11,32,2857,3196,477,11,-75,2808,2236845.0,985.0,646.0,364.0,1258.0,1113.23,2347358.0,1716648.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,248270.0,1.0,0.0,74.0
臺北市北投區石牌里,臺北市,63000120,北投區,63000120-003,石牌里,5445,90.99,49133.73,42.91,17.09,25.83,151.15,651,3810,984,49,505,1594,658,1132,390,435,5,26,2193,2675,316,37,-117,2089,1960337.0,1065.0,718.0,405.0,1307.0,1149.46,1962950.0,1554558.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,110153.0,0.0,0.0,52.0
臺北市北投區福興里,臺北市,63000120,北投區,63000120-004,福興里,7601,90.03,21623.79,45.28,24.96,20.32,81.39,1306,5232,1063,74,660,2040,923,1583,478,502,7,28,3393,3396,458,26,-35,2738,2595395.0,1119.0,743.0,403.0,1415.0,1269.83,2617061.0,2098085.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,345552.0,0.0,0.0,74.0
臺北市北投區秀山里,臺北市,63000120,北投區,63000120-032,秀山里,3381,94.98,2905.03,43.26,15.42,27.84,180.49,364,2360,657,20,211,832,393,771,365,375,12,38,1381,1457,297,-10,-32,1227,851259.0,864.0,598.0,359.0,1064.0,874.1,851264.0,679111.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1208333.0,0.0,0.0,15.0
臺北市北投區稻香里,臺北市,63000120,北投區,63000120-035,稻香里,5690,98.67,5261.47,37.31,14.77,22.54,152.61,612,4144,934,39,435,1507,682,1338,502,520,14,41,2356,2540,434,1,23,2216,1636557.0,951.0,657.0,393.0,1189.0,1050.64,1637017.0,1331510.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1084817.0,0.0,0.0,53.0
臺北市北投區立賢里,臺北市,63000120,北投區,63000120-016,立賢里,5909,91.73,12859.1,48.88,27.14,21.74,80.13,1077,3969,863,50,467,1603,706,1246,351,384,6,19,2645,2666,344,23,-27,2081,1926415.0,1059.0,734.0,385.0,1347.0,1182.14,1927401.0,1551548.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,423252.0,0.0,0.0,37.0
臺北市北投區立農里,臺北市,63000120,北投區,63000120-017,立農里,9714,92.43,28235.34,43.72,24.57,19.14,77.9,1661,6759,1294,99,820,2662,1156,1949,584,733,14,36,4287,4466,553,59,8,3433,3199804.0,1076.0,755.0,418.0,1392.0,1062.06,3209864.0,2650735.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,319800.0,0.0,0.0,93.0
臺北市北投區裕民里,臺北市,63000120,北投區,63000120-007,裕民里,8056,89.6,45093.0,42.08,18.04,24.04,133.24,1023,5670,1363,113,784,2587,970,1579,453,513,7,27,3337,3882,468,25,-53,3142,3589287.0,1299.0,773.0,393.0,1513.0,1751.24,3710810.0,2683679.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,177295.0,0.0,0.0,71.0
臺北市北投區豐年里,臺北市,63000120,北投區,63000120-034,豐年里,4798,95.04,7002.81,44.21,22.66,21.55,95.09,754,3327,717,25,237,1194,559,1079,423,473,8,46,2059,2128,348,32,-67,1694,1256474.0,901.0,637.0,377.0,1173.0,871.33,1255776.0,1051275.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,756624.0,0.0,0.0,27.0
臺北市北投區長安里,臺北市,63000120,北投區,63000120-023,長安里,6548,85.76,33209.75,39.65,17.17,22.48,130.93,805,4689,1054,54,475,1860,855,1533,457,470,9,30,2924,2724,523,0,80,2740,2190349.0,1031.0,670.0,362.0,1254.0,1512.87,2199600.0,1692108.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,203289.0,1.0,0.0,66.0
臺北市北投區開明里,臺北市,63000120,北投區,63000120-029,開明里,6810,91.67,17122.81,37.77,13.82,23.95,173.35,683,4943,1184,68,609,2007,858,1549,487,508,8,33,2785,3208,452,8,-70,2648,2460665.0,1111.0,696.0,388.0,1320.0,1502.05,2604980.0,1881109.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,406604.0,1.0,0.0,101.0
臺北市北投區關渡里,臺北市,63000120,北投區,63000120-038,關渡里,11859,98.18,7193.76,42.4,18.25,24.15,132.3,1520,8328,2011,79,801,3127,1356,2611,1063,1188,33,81,5129,5321,798,-13,-29,4243,3855932.0,1054.0,696.0,388.0,1262.0,1292.55,3938145.0,3077264.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1687609.0,0.0,0.0,19.0
臺北市南港區三重里,臺北市,63000090,南港區,63000090-004,三重里,7832,94.83,7422.7,40.03,23.71,16.32,68.85,1326,5593,913,145,1026,2491,772,1251,388,397,9,27,3293,3812,453,47,121,3567,5195067.0,1856.0,1044.0,483.0,2200.0,3214.5,5630668.0,3986490.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1075915.0,1.0,2.0,69.0
臺北市南港區中南里,臺北市,63000090,南港區,63000090-002,中南里,3961,98.85,2349.74,39.67,18.19,21.47,118.02,516,2836,609,20,196,978,442,983,347,437,10,32,1669,1758,294,5,-27,1516,994104.0,839.0,632.0,380.0,1052.0,790.78,1018050.0,835237.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1720975.0,1.0,2.0,20.0
臺北市南港區中研里,臺北市,63000090,南港區,63000090-017,中研里,9871,96.63,10405.48,41.2,20.63,20.57,99.72,1442,6991,1438,349,955,2842,1139,1821,548,708,18,49,4233,4604,541,60,-29,3587,3708313.0,1118.0,760.0,435.0,1386.0,1200.33,3751596.0,3057393.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,936011.0,1.0,2.0,47.0
臺北市南港區九如里,臺北市,63000090,南港區,63000090-018,九如里,6692,97.11,924.5,42.23,19.66,22.57,114.81,925,4705,1062,103,451,1755,792,1491,546,564,12,53,2788,3016,452,18,-68,2493,1990816.0,988.0,685.0,383.0,1258.0,1136.86,2006908.0,1655329.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7179444.0,0.0,0.0,25.0
臺北市南港區仁福里,臺北市,63000090,南港區,63000090-019,仁福里,5807,96.45,17624.69,36.54,16.04,20.5,127.86,682,4253,872,45,493,1694,750,1379,350,375,11,28,2443,2586,465,-2,-27,2269,1927110.0,1065.0,746.0,428.0,1384.0,1080.8,1959994.0,1638581.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,337857.0,1.0,0.0,1.0
臺北市南港區南港里,臺北市,63000090,南港區,63000090-001,南港里,6798,105.25,15807.35,40.11,18.65,21.46,115.03,905,4852,1041,50,463,1839,831,1614,501,553,12,30,2896,2936,622,5,140,2884,2198052.0,1065.0,696.0,407.0,1320.0,1209.78,2206545.0,1748081.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,409621.0,1.0,2.0,26.0
臺北市南港區合成里,臺北市,63000090,南港區,63000090-010,合成里,6944,93.7,23723.71,41.83,16.26,25.57,157.29,796,4896,1252,56,550,2001,816,1617,452,602,5,49,2865,3272,457,2,-120,2770,2731966.0,1179.0,724.0,394.0,1338.0,1905.95,2935027.0,2107219.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,290293.0,1.0,0.0,20.0
臺北市南港區成福里,臺北市,63000090,南港區,63000090-011,成福里,7922,92.28,15766.81,38.38,16.91,21.47,126.96,968,5725,1229,53,670,2262,983,1782,510,645,12,37,3270,3710,511,43,-118,2965,2821960.0,1080.0,701.0,402.0,1339.0,1521.74,2829969.0,2264020.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,517088.0,1.0,0.0,44.0
臺北市南港區新光里,臺北市,63000090,南港區,63000090-006,新光里,3892,90.6,2629.05,42.04,17.23,24.82,144.07,472,2740,680,28,318,1092,478,858,272,342,12,20,1630,1760,270,10,-83,1533,1289896.0,1019.0,678.0,384.0,1236.0,1324.03,1549644.0,1011860.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1493381.0,1.0,2.0,22.0
臺北市南港區新富里,臺北市,63000090,南港區,63000090-003,新富里,4185,98.25,24911.01,41.72,19.61,22.11,112.78,579,2953,653,30,280,1143,483,979,272,387,7,25,1815,1859,276,20,-79,1576,1319833.0,943.0,648.0,386.0,1151.0,1092.42,1320180.0,1075434.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,177368.0,1.0,2.0,34.0
臺北市南港區東新里,臺北市,63000090,南港區,63000090-005,東新里,7652,96.21,31861.69,39.25,19.34,19.91,102.92,1063,5495,1094,40,477,1985,893,1745,617,747,20,65,3261,3486,504,49,-22,2815,2450319.0,1012.0,677.0,397.0,1257.0,1107.48,2486693.0,1977490.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,241782.0,1.0,2.0,31.0
臺北市南港區東明里,臺北市,63000090,南港區,63000090-007,東明里,4917,95.82,13752.04,38.9,18.39,20.51,111.52,651,3540,726,69,577,1454,601,967,285,292,3,18,2053,2357,273,19,-33,1932,2257751.0,1313.0,838.0,420.0,1629.0,1708.86,2347899.0,1794394.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,315294.0,1.0,2.0,25.0
臺北市南港區玉成里,臺北市,63000090,南港區,63000090-009,玉成里,5025,94.47,12084.44,41.31,18.95,22.36,117.95,674,3556,795,42,353,1346,634,1120,376,447,10,23,2129,2260,356,21,-71,2010,1563777.0,973.0,705.0,393.0,1261.0,916.5,1595385.0,1253918.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,418060.0,1.0,0.0,34.0
臺北市南港區百福里,臺北市,63000090,南港區,63000090-014,百福里,5605,95.3,19540.31,39.57,17.5,22.06,126.03,703,4016,886,33,416,1444,706,1332,439,488,9,35,2326,2559,441,10,-60,2158,1666556.0,938.0,688.0,400.0,1222.0,865.71,1680734.0,1413261.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,272389.0,1.0,0.0,24.0
臺北市南港區聯成里,臺北市,63000090,南港區,63000090-015,聯成里,5294,95.78,42950.56,43.35,17.6,25.75,146.31,650,3693,951,28,396,1577,645,1155,344,445,18,36,2173,2476,325,4,-34,2024,1672665.0,951.0,681.0,380.0,1238.0,897.74,1673190.0,1364906.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,123981.0,1.0,0.0,44.0
臺北市南港區舊莊里,臺北市,63000090,南港區,63000090-016,舊莊里,9430,95.4,1770.85,35.7,17.43,18.28,104.87,1211,6949,1270,82,538,2286,994,2424,862,933,23,77,4083,4131,672,22,-201,3534,2499452.0,886.0,642.0,378.0,1115.0,903.12,2499487.0,2158541.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5366357.0,0.0,0.0,27.0
臺北市南港區萬福里,臺北市,63000090,南港區,63000090-012,萬福里,4423,92.81,42183.67,42.31,15.86,26.45,166.73,493,3108,822,44,410,1337,557,956,263,321,12,30,1787,2090,254,22,-11,1743,1757662.0,1116.0,694.0,400.0,1349.0,2006.7,1905326.0,1332927.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,104072.0,1.0,0.0,22.0
臺北市南港區西新里,臺北市,63000090,南港區,63000090-008,西新里,5018,96.25,10682.91,39.74,19.49,20.25,103.86,700,3591,727,21,314,1302,548,1183,378,535,11,26,2209,2242,322,15,-46,1856,1573454.0,948.0,662.0,388.0,1150.0,1140.62,1614945.0,1256023.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,469990.0,1.0,0.0,44.0
臺北市南港區重陽里,臺北市,63000090,南港區,63000090-020,重陽里,5742,91.98,14605.26,35.87,22.2,13.68,61.62,938,4226,578,92,757,1827,633,983,241,250,9,12,2438,2724,390,32,-50,2422,3543104.0,1780.0,1059.0,513.0,2277.0,2269.82,3647884.0,2761368.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,385433.0,1.0,2.0,46.0
臺北市南港區鴻福里,臺北市,63000090,南港區,63000090-013,鴻福里,4660,90.91,39802.52,41.43,16.21,25.22,155.62,534,3295,831,34,408,1402,570,999,299,379,4,31,1897,2253,258,15,-84,1732,1712955.0,1056.0,723.0,409.0,1281.0,1241.02,1727610.0,1347227.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,117189.0,1.0,0.0,25.0
臺北市士林區三玉里,臺北市,63000110,士林區,63000110-033,三玉里,6068,88.1,11382.33,44.48,18.83,25.64,136.16,791,4200,1077,92,639,2041,726,1180,290,289,2,18,2516,2950,312,27,-48,2199,3169866.0,1497.0,808.0,433.0,1547.0,3182.01,3555963.0,1984858.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,534439.0,1.0,0.0,78.0
臺北市士林區仁勇里,臺北市,63000110,士林區,63000110-001,仁勇里,4078,93.18,31153.08,46.69,19.53,27.16,139.04,543,2780,755,33,272,1124,486,952,288,360,7,13,1732,1844,272,3,-91,1552,1258922.0,1005.0,703.0,377.0,1314.0,1056.45,1477166.0,862703.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,122060.0,1.0,0.0,73.0
臺北市士林區公館里,臺北市,63000110,士林區,63000110-044,公館里,1430,107.55,800.04,41.72,13.18,28.54,216.54,133,1009,288,12,61,308,168,387,163,181,5,12,535,697,94,-1,-1,538,537266.0,1327.0,641.0,389.0,1206.0,3063.26,750284.0,337228.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1795524.0,0.0,0.0,1.0
臺北市士林區前港里,臺北市,63000110,士林區,63000110-010,前港里,4790,91.29,28788.13,39.98,19.84,20.13,101.47,679,3422,689,37,350,1309,544,1080,347,410,5,29,2110,2189,284,20,-134,1760,1673395.0,1103.0,729.0,398.0,1388.0,1254.65,1709098.0,1274715.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,168489.0,1.0,0.0,43.0
